state,prob,load
c,1.6775008610730308e-05,31.25
c,6.989586921087032e-07,31.25
c,0.002950096938477101,31.25
c,0.0003597971511084888,31.25
c,2.6908018737864525e-05,31.25
c,9.610006693021311e-07,31.25
c,0.0009174194041216312,31.25
c,6.073824118199567e-05,31.25
c,1.8980700368896597e-06,31.25
c,0.00016952315076155036,31.25
c,4.708976410042198e-06,31.25
t,0.06059178974429598,32.5
t,0.04603402207845868,32.5
t,0.033954172313189326,32.5
t,0.024139294378907994,32.5
t,0.01637273879612881,32.5
t,0.01043360805635664,32.5
t,0.006096040662141028,32.5
t,0.0031282313924144815,32.5
t,0.001291016130202799,32.5
t,0.0003356641938526417,32.5
t,0.03457153135670849,32.5
c,0.06117923456648556,32.5
c,0.07327800464887771,32.5
c,0.07088932789837268,32.5
c,0.05860306187509892,32.5
c,0.042247767507319,32.5
c,0.026520024237563625,32.5
c,0.01411459739794524,32.5
c,0.005904368757997295,32.5
c,0.0015351358770793362,32.5
c,0.05773445736570326,32.5
c,0.05376732954503866,32.5
c,0.03969558260577273,32.5
c,0.024055355479438358,32.5
c,0.012099845395632997,32.5
c,0.005000732638651027,32.5
c,0.0016339824676256743,32.5
c,0.00038428456978854483,32.5
c,4.995699407253293e-05,32.5
c,0.04277480303000072,32.5
c,0.028434509180461667,32.5
c,0.014486578101526832,32.5
c,0.0058191880723804015,32.5
c,0.0018371892931515026,32.5
c,0.00043939917466382684,32.5
c,7.23547867562662e-05,32.5
c,6.270748185512737e-06,32.5
c,0.027786482081830717,32.5
c,0.01295280508707601,32.5
c,0.004483612878761239,32.5
c,0.001169242070108002,32.5
c,0.00022315498320925678,32.5
c,2.8419361539622906e-05,32.5
c,1.8472585000400832e-06,32.5
c,0.015903407940750222,32.5
c,0.005060590982769356,32.5
c,0.0011517524591515838,32.5
c,0.0001852039402409078,32.5
c,1.9330341884339977e-05,32.5
c,1.0051777779825424e-06,32.5
c,0.007918349077175148,32.5
c,0.0016485898688252745,32.5
c,0.00023235243196935082,32.5
c,2.0659805331918468e-05,32.5
c,8.952582310527493e-07,32.5
c,0.003304158943372583,32.5
c,0.00042033661005333456,32.5
c,3.271967982232393e-05,32.5
c,1.215302393414719e-06,32.5
c,0.0010579409736348605,32.5
c,7.296091647123262e-05,32.5
c,2.37122978532546e-06,32.5
c,0.00020203024524106244,32.5
c,5.836429306977503e-06,32.5
t,0.0551316224528335,33.75
t,0.042395519797590375,33.75
t,0.03168661687293947,33.75
t,0.0228579030113952,33.75
t,0.01575736292700448,33.75
t,0.010227134592046166,33.75
t,0.006102378651607579,33.75
t,0.0032096926674039516,33.75
t,0.0013647512129120604,33.75
t,0.0003684828274863345,33.75
t,0.03254996717526412,33.75
c,0.05902435558753089,33.75
c,0.07243407991206093,33.75
c,0.07177421514507057,33.75
c,0.06076793726884201,33.75
c,0.04487955649861615,33.75
c,0.02888855120541235,33.75
c,0.01579823435783299,33.75
c,0.006816170395205896,33.75
c,0.0018403660067056044,33.75
c,0.0558231937055781,33.75
c,0.053710271710352836,33.75
c,0.04092094143839471,33.75
c,0.025574016323144856,33.75
c,0.013265212023382251,33.75
c,0.0056563811020924025,33.75
c,0.001909178331645429,33.75
c,0.00046477721733927113,33.75
c,6.274492434077059e-05,33.75
c,0.042701263010068165,33.75
c,0.02945161951640789,33.75
c,0.01554046482480733,33.75
c,0.006460343184111929,33.75
c,0.00211064366525723,33.75
c,0.00052266730387564,33.75
c,8.92147565615068e-05,33.75
c,8.029328090533583e-06,33.75
c,0.02854426449069189,33.75
c,0.01384027376919389,33.75
c,0.004972349592832772,33.75
c,0.0013446431694217054,33.75
c,0.0002660954314473805,33.75
c,3.5155221715314766e-05,33.75
c,2.3729774657962888e-06,33.75
c,0.01677869324836836,33.75
c,0.005560751238053323,33.75
c,0.001315033268635711,33.75
c,0.0002195192169318072,33.75
c,2.3782458307893342e-05,33.75
c,1.2842527485831812e-06,33.75
c,0.00857300183941282,33.75
c,0.0018596886070111132,33.75
c,0.00027245532561264926,33.75
c,2.5159919034588307e-05,33.75
c,1.1321963565777415e-06,33.75
c,0.003672274738003238,33.75
c,0.0004865196324542187,33.75
c,3.935857968965194e-05,33.75
c,1.5181166451369577e-06,33.75
c,0.0012090673348211269,33.75
c,8.672693636534515e-05,33.75
c,2.9270341023691568e-06,33.75
c,0.00023827927013939793,33.75
c,7.148378104209624e-06,33.75
t,0.050177939998504444,35.0
t,0.03902728666550358,35.0
t,0.029534162882002616,35.0
t,0.021599611659972123,35.0
t,0.015119728161980539,35.0
t,0.009984726144704139,35.0
t,0.006077659392428677,35.0
t,0.003272585826692348,35.0
t,0.0014317562991778207,35.0
t,0.00040089176376963305,35.0
t,0.030606176368271166,35.0
c,0.0568149457624569,35.0
c,0.0713687462780777,35.0
c,0.07236846437233717,35.0
c,0.06269259674831273,35.0
c,0.04738714949040825,35.0
c,0.03124609755126358,35.0
c,0.01753772996306357,35.0
c,0.007794396821265809,35.0
c,0.0021824311099544226,35.0
c,0.053866870408157304,35.0
c,0.0534764299111584,35.0
c,0.04199300523760329,35.0
c,0.027032370906415866,35.0
c,0.014441606025212012,35.0
c,0.0063455607360138385,35.0
c,0.00220960603253385,35.0
c,0.00055606839965891,35.0
c,7.78495759522508e-05,35.0
c,0.0424975404568355,35.0
c,0.030368290911304975,35.0
c,0.01657348554950322,35.0
c,0.007120604094213461,35.0
c,0.0024041638432264166,35.0
c,0.0006155979140138861,35.0
c,0.00010877347501166493,35.0
c,1.0152191001120553e-05,35.0
c,0.029204931158398666,35.0
c,0.014707105542377454,35.0
c,0.005476151921705426,35.0
c,0.001533502274713737,35.0
c,0.0003142281431176646,35.0
c,4.3007736394845564e-05,35.0
c,3.0105415476135156e-06,35.0
c,0.017614336813882216,35.0
c,0.006070817116545751,35.0
c,0.0014895900159607317,35.0
c,0.00025777217146086967,35.0
c,2.8947684371363053e-05,35.0
c,1.6210703247636349e-06,35.0
c,0.009226646662288951,35.0
c,0.002082221535637453,35.0
c,0.00031664842044660385,35.0
c,3.032627665255222e-05,35.0
c,1.4152262437644447e-06,35.0
c,0.004052852470257794,35.0
c,0.0005583644345709231,35.0
c,4.6878221170516994e-05,35.0
c,1.875128846841323e-06,35.0
c,0.0013705059471332444,35.0
c,0.00010210488129246999,35.0
c,3.573670845281006e-06,35.0
c,0.00027837530966853645,35.0
c,8.660565189676922e-06,35.0
t,0.045685954821299696,36.24999999999999
t,0.03591576568782898,36.24999999999999
t,0.027499860196621526,36.24999999999999
t,0.020373984014285328,36.24999999999999
t,0.014469686606063917,36.24999999999999
t,0.009713447027218818,36.24999999999999
t,0.006025453770895035,36.24999999999999
t,0.0033178131523283055,36.24999999999999
t,0.0014917299444576239,36.24999999999999
t,0.0004326016838926512,36.24999999999999
t,0.02874634646705792,36.24999999999999
c,0.05457822992870525,36.24999999999999
c,0.07011681674643502,36.24999999999999
c,0.0726956375668777,36.24999999999999
c,0.06438172468680409,36.24999999999999
c,0.04976117891404349,36.24999999999999
c,0.033579250003500496,36.24999999999999
c,0.01932364192584958,36.24999999999999
c,0.008836229685475398,36.24999999999999
c,0.002562506608787759,36.24999999999999
c,0.05188715537303947,36.24999999999999
c,0.05308587954214024,36.24999999999999
c,0.04291623065355096,36.24999999999999
c,0.02842445446899084,36.24999999999999
c,0.015622408058151474,36.24999999999999
c,0.0070653228292341,36.24999999999999
c,0.002535114983127685,36.24999999999999
c,0.0006587033698984314,36.24999999999999
c,9.551198863525759e-05,36.24999999999999
c,0.042178611422824544,36.24999999999999
c,0.031185964696457843,36.24999999999999
c,0.017580789057911918,36.24999999999999
c,0.007796708860279909,36.24999999999999
c,0.00271711682790725,36.24999999999999
c,0.0007184943908154036,36.24999999999999
c,0.00013125526501184606,36.24999999999999
c,1.2688008951121377e-05,36.24999999999999
c,0.029772198468911184,36.24999999999999
c,0.01554972286821904,36.24999999999999
c,0.005992733183967822,36.24999999999999
c,0.0017355411811980706,36.24999999999999
c,0.00036776496151911045,36.24999999999999
c,5.207956971001182e-05,36.24999999999999
c,3.775768804017976e-06,36.24999999999999
c,0.018408201583736482,36.24999999999999
c,0.00658847285917764,36.24999999999999
c,0.0016750810140712738,36.24999999999999
c,0.00030010301180637827,36.24999999999999
c,3.488853922307966e-05,36.24999999999999
c,2.023535274918442e-06,36.24999999999999
c,0.00987637904563965,36.24999999999999
c,0.0023155167526860906,36.24999999999999
c,0.0003650161726587234,36.24999999999999
c,3.6209053939563474e-05,36.24999999999999
c,1.750104273716413e-06,36.24999999999999
c,0.0044443100274834425,36.24999999999999
c,0.0006358571997159418,36.24999999999999
c,5.5329548751072155e-05,36.24999999999999
c,2.2922241625020212e-06,36.24999999999999
c,0.0015419081047646065,36.24999999999999
c,0.00011915598124203133,36.24999999999999
c,4.319404320001982e-06,36.24999999999999
c,0.00032240132321637374,36.24999999999999
c,1.0388487081455094e-05,36.24999999999999
t,0.041613861009597436,37.5
t,0.033046301389974386,37.5
t,0.025584233334173624,37.5
t,0.019188175000630272,37.5
t,0.013815486000453799,37.5
t,0.009419649545763993,37.5
t,0.005949252344693021,37.5
t,0.0033464544438898507,37.5
t,0.00154451743564161,37.5
t,0.0004633552306926034,37.5
t,0.026974191849223374,37.5
c,0.05233693148671522,37.5
c,0.06871001857968742,37.5
c,0.07277935933391086,37.5
c,0.06584229210966575,37.5
c,0.05199483356566481,37.5
c,0.03587607985257295,37.5
c,0.021146756500806562,37.5
c,0.009938465138907959,37.5
c,0.0029815395416721117,37.5
c,0.04990225492106329,37.5
c,0.052557624530964055,37.5
c,0.043696211014457254,37.5
c,0.029745583558803308,37.5
c,0.016801441736562416,37.5
c,0.007812597839981904,37.5
c,0.0028853757205454557,37.5
c,0.0007731692669874961,37.5
c,0.0001159753900481491,37.5
c,0.04175855657960575,37.5
c,0.031906949588800346,37.5
c,0.018558196779970944,37.5
c,0.008485454209929608,37.5
c,0.003048746072931447,37.5
c,0.000831601217357608,37.5
c,0.00015687960581150726,37.5
c,1.5687960581219074e-05,37.5
c,0.03025027605536206,37.5
c,0.016365097302267578,37.5
c,0.006519844062507267,37.5
c,0.001950403127936956,37.5
c,0.0004268911581293434,37.5
c,6.24732292122468e-05,37.5
c,4.685492190927704e-06,37.5
c,0.019158764602195934,37.5
c,0.007111507652563815,37.5
c,0.001871108634327212,37.5
c,0.0003466324903764195,37.5
c,4.166730245033605e-05,37.5
c,2.500038146984601e-06,37.5
c,0.01051958113380741,37.5
c,0.002558866757100313,37.5
c,0.0004176219599090758,37.5
c,4.2857362535592136e-05,37.5
c,2.14286812673381e-06,37.5
c,0.0048450931380211865,37.5
c,0.0007189547519176123,37.5
c,6.476069342994765e-05,37.5
c,2.775458289888677e-06,37.5
c,0.0017228781057088832,37.5
c,0.00013793403629436436,37.5
c,5.1725263610132716e-06,37.5
c,0.0003704187927274158,37.5
c,1.2347293090915479e-05,37.5
t,0.03792293672391591,38.75
t,0.030403733752794773,38.75
t,0.023785886342880366,38.75
t,0.018047333344073553,38.75
t,0.01316393726273591,38.75
t,0.009108974445196727,38.75
t,0.00585239808914184,38.75
t,0.0033597100141368776,38.75
t,0.0015900917624158614,38.75
t,0.0004929284463488694,38.75
t,0.025291459340311517,38.75
c,0.050109800366619335,38.75
c,0.06717699981773996,38.75
c,0.07264285772159408,38.75
c,0.06708303118204337,38.75
c,0.05408356738090313,38.75
c,0.038126121965417877,38.75
c,0.022998196675341226,38.75
c,0.01109759438364457,38.75
c,0.0034402542589302126,38.75
c,0.04792731544989026,38.75
c,0.051909466858183206,38.75
c,0.04433939225650971,38.75
c,0.030992241739631752,38.75
c,0.01797300707602286,38.75
c,0.00858424630052779,38.75
c,0.0032598959204682455,38.75
c,0.0008998925931071582,38.75
c,0.0001394833519315665,38.75
c,0.04125049568496277,38.75
c,0.03253424482763199,38.75
c,0.019502170342623443,38.75
c,0.009183729526194812,38.75
c,0.003398189409961597,38.75
c,0.0009551042954260187,38.75
c,0.00018585941737855882,38.75
c,1.9205473129071948e-05,38.75
c,0.03064371790639746,38.75
c,0.01715071355648056,38.75
c,0.007055294919885199,38.75
c,0.002177662289999986,38.75
c,0.0004917649421669738,38.75
c,7.429034954437724e-05,38.75
c,5.757502089732969e-06,38.75
c,0.01986504369734196,38.75
c,0.007637828986513592,38.75
c,0.0020772278735306272,38.75
c,0.0003974618778084804,38.75
c,4.934562062227851e-05,38.75
c,3.059428478582177e-06,38.75
c,0.011153915731914966,38.75
c,0.0028115391908274667,38.75
c,0.00047450889112662237,38.75
c,5.031897181665551e-05,38.75
c,2.5998135438493053e-06,38.75
c,0.005253689977786389,38.75
c,0.000807587297837066,38.75
c,7.521677311269834e-05,38.75
c,3.331028523567703e-06,38.75
c,0.001912981854295965,38.75
c,0.00015848544127212635,38.75
c,6.1413108493613144e-06,38.75
c,0.0004224686042190104,38.75
c,1.4551696367555433e-05,38.75
t,0.03457753427797462,40.0
t,0.02797283671926036,40.0
t,0.022101994444847686,40.0
t,0.01695495464262293,40.0
t,0.012520581889936933,40.0
t,0.008786373256096014,40.0
t,0.0057380396774505266,40.0
t,0.003358852494117364,40.0
t,0.0016285345426024188,40.0
t,0.0005211310536328111,40.0
t,0.02369835028726601,40.0
c,0.04791211171404036,40.0
c,0.06554341504632738,40.0
c,0.07230862142015615,40.0
c,0.06811398130667688,40.0
c,0.056024814719470246,40.0
c,0.04032032511148057,40.0
c,0.024869504675612133,40.0
c,0.012309878092537255,40.0
c,0.003939160989611958,40.0
c,0.04597479955729605,40.0
c,0.05115793443732879,40.0
c,0.0448528293810787,40.0
c,0.03216196242154144,40.0
c,0.01913189913533009,40.0
c,0.009377103734854637,40.0
c,0.0036580371887900073,40.0
c,0.0010392377804912725,40.0
c,0.00016627804487869772,40.0
c,0.0406665588300317,40.0
c,0.03307138504919877,40.0
c,0.020409772678070627,40.0
c,0.009888544101959492,40.0
c,0.003764496429805454,40.0
c,0.0010891320539823286,40.0
c,0.00021839953098170975,40.0
c,2.3295949971408395e-05,40.0
c,0.030957298051646674,40.0
c,0.017904530665696704,40.0
c,0.007596973756165849,40.0
c,0.002416833117868382,40.0
c,0.0005625173528803727,40.0
c,8.763102597060535e-05,40.0
c,7.010482077646901e-06,40.0
c,0.02052652825382694,40.0
c,0.008165471893748034,40.0
c,0.002292954473488186,40.0
c,0.0004526731713469512,40.0
c,5.798414484226369e-05,40.0
c,3.710985269864478e-06,40.0
c,0.011777316416615242,40.0
c,0.003072786381102338,40.0
c,0.0005357007729987068,40.0
c,5.864006530809096e-05,40.0
c,3.1274701497614743e-06,40.0
c,0.005668642674861186,40.0
c,0.0009016611713150505,40.0
c,8.673974383621198e-05,40.0
c,3.965245432601197e-06,40.0
c,0.002111754815270629,40.0
c,0.00018084929762253454,40.0
c,7.2339719049061e-06,40.0
c,0.00047857210764432057,40.0
c,1.7015897160684718e-05,40.0
t,0.03154499407963381,41.25
t,0.025738635279261637,41.25
t,0.020528700041465522,41.25
t,0.0159131869448944,41.25
t,0.01188985288712864,41.25
t,0.00845614537231128,41.25
t,0.005609101452990279,41.25
t,0.003345187011120722,41.25
t,0.001660017614541165,41.25
t,0.0005478058127984936,41.25
t,0.02219387015278146,41.25
c,0.04575612698446921,41.25
c,0.06383206523007341,41.25
c,0.07179815299559275,41.25
c,0.06894610257758482,41.25
c,0.05781771919398877,41.25
c,0.04245098171764963,41.25
c,0.026752702023352115,41.25
c,0.013571413951902422,41.25
c,0.004478566604127728,41.25
c,0.0440548322532712,41.25
c,0.05031825393485351,41.25
c,0.04524398033627219,41.25
c,0.033253212622698425,41.25
c,0.020273414449663133,41.25
c,0.01018801963851937,41.25
c,0.004079032141028791,41.25
c,0.001191506729145619,41.25
c,0.00019659861030889812,41.25
c,0.040017885461213175,41.25
c,0.033522305770194286,41.25
c,0.021278625049617125,41.25
c,0.010597048335676838,41.25
c,0.004146645048476394,41.25
c,0.001233757215205784,41.25
c,0.0002546953510009094,41.25
c,2.8016488610133755e-05,41.25
c,0.031195907964638725,41.25
c,0.018624941830041316,41.25
c,0.008142860263933679,41.25
c,0.0026673793695639377,41.25
c,0.0006392524850818877,41.25
c,0.00010259320241537764,41.25
c,8.463939199291476e-06,41.25
c,0.021143114832765236,41.25
c,0.00869260471394975,41.25
c,0.002517772516911723,41.25
c,0.0005123295011463039,41.25
c,6.764220092266189e-05,41.25
c,4.464385260881387e-06,41.25
c,0.01238797484526482,41.25
c,0.0033418537196833256,41.25
c,0.0006012031923145963,41.25
c,6.786503079084932e-05,41.25
c,3.7325766934354077e-06,41.25
c,0.0060885560995282695,41.25
c,0.0010010615292623606,41.25
c,9.936829690409751e-05,41.25
c,4.68450542548491e-06,41.25
c,0.002318709275094824,41.25
c,0.00020505759695210214,41.25
c,8.458625874244174e-06,41.25
c,0.0005387323062085655,41.25
c,1.975351789428037e-05,41.25
t,0.02879550908813086,42.5
t,0.02368662844346231,42.5
t,0.019061428806573303,42.5
t,0.014923092289356774,42.5
t,0.011275225285291825,42.5
t,0.008121984315676255,42.5
t,0.005468266667980032,42.5
t,0.0033200190484163616,42.5
t,0.0016847857857635018,42.5
t,0.0005728271671594544,42.5
t,0.020776115964070835,42.5
c,0.043651513402147055,42.5
c,0.062063072196949176,42.5
c,0.07113180022791972,42.5
c,0.06959095098517579,42.5
c,0.05946288057010968,42.5
c,0.0445116437214812,42.5
c,0.0286403303471026,42.5
c,0.014878196986460883,42.5
c,0.005058586975396944,42.5
c,0.0421755154070636,42.5
c,0.04940435750296526,42.5
c,0.04552053378592408,42.5
c,0.03426528043206831,42.5
c,0.02139334759750923,42.5
c,0.011013890735329903,42.5
c,0.004522001371021472,42.5
c,0.0013569391936107224,42.5
c,0.00023067966291381165,42.5
c,0.03931464390593935,42.5
c,0.0338912279852583,42.5
c,0.02210686187935866,42.5
c,0.011306549558455857,42.5
c,0.004543557064371633,42.5
c,0.001388999096027875,42.5
c,0.0002949317081004082,42.5
c,3.342559358471102e-05,42.5
c,0.03136447292416925,42.5
c,0.019310734137391455,42.5
c,0.008691036435764729,42.5
c,0.002928722719989528,42.5
c,0.000722047999818478,42.5
c,0.000119272116930913,42.5
c,1.0138129939107898e-05,42.5
c,0.021715048038302966,42.5
c,0.009217531963565206,42.5
c,0.002751141452426723,42.5
c,0.0005764757003414445,42.5
c,7.837749295222171e-05,42.5
c,5.329669520736692e-06,42.5
c,0.012984326161807324,42.5
c,0.0036179869371932814,42.5
c,0.0006710046788601029,42.5
c,7.803628274406088e-05,42.5
c,4.422056022152648e-06,42.5
c,0.006512104308777189,42.5
c,0.0011056549598627632,42.5
c,0.0001131377969782292,42.5
c,5.495264424636159e-06,42.5
c,0.002533340895109308,42.5
c,0.0002311354620991397,42.5
c,9.823257139197905e-06,42.5
c,0.0006029351330360637,42.5
c,2.2777549470307662e-05,42.5
t,0.02630195922133993,43.75
t,0.02180293988084759,43.75
t,0.017695139613441595,43.75
t,0.013984868404171527,43.75
t,0.010679354054094578,43.75
t,0.007787028997777285,43.75
t,0.005317971022872233,43.75
t,0.003284629161185843,43.75
t,0.0017031410465406602,43.75
t,0.0005960993662893002,43.75
t,0.019442510989679907,43.75
c,0.04160572067669317,43.75
c,0.060254073059992835,43.75
c,0.07032865006539278,43.75
c,0.07006040912204514,43.75
c,0.06096212235132444,43.75
c,0.046497029891846224,43.75
c,0.030525475989638742,43.75
c,0.01622617263484283,43.75
c,0.005679160422194953,43.75
c,0.040343210303585675,43.75
c,0.048428914476971285,43.75
c,0.045690267081117175,43.75
c,0.03519816810286746,43.75
c,0.02248797997414969,43.75
c,0.011851688839799684,43.75
c,0.004985969993215243,43.75
c,0.0015357138979736826,43.75
c,0.0002687499321454368,43.75
c,0.03856606559459231,43.75
c,0.03418256019082745,43.75
c,0.022893084854666974,43.75
c,0.012014523171802391,43.75
c,0.004954112577363628,43.75
c,0.0015548263325266092,43.75
c,0.0003392818999638572,43.75
c,3.958288832917739e-05,43.75
c,0.031467884755240955,43.75
c,0.01996104906661718,43.75
c,0.0092396941647326,43.75
c,0.003200250865065854,43.75
c,0.0008109558744498133,43.75
c,0.0001377598060291474,43.75
c,1.2053983027573989e-05,43.75
c,0.022242866766166106,43.75
c,0.00973869482940856,43.75
c,0.0029925025245951826,43.75
c,0.0006451390075913957,43.75
c,9.024584031903579e-05,43.75
c,6.317208822366992e-06,43.75
c,0.013565033220419884,43.75
c,0.003900438344570791,43.75
c,0.0007450779187714862,43.75
c,8.919411540768418e-05,43.75
c,5.2029900654872174e-06,43.75
c,0.006938034988055522,43.75
c,0.0012152919743765311,43.75
c,0.000128080256281346,43.75
c,6.404012814060361e-06,43.75
c,0.0027551345628777438,43.75
c,0.000259101433155157,43.75
c,1.133568770055049e-05,43.75
c,0.0006711507795170123,43.75
c,2.610030809233055e-05,43.75
t,0.02403972970995492,45.0
t,0.020074413469137548,45.0
t,0.01642452011111261,45.0
t,0.013098035025317596,45.0
t,0.010104198448102158,45.0
t,0.007453916887944178,45.0
t,0.005160403999345978,45.0
t,0.0032402536740078966,45.0
t,0.0017154284156514626,45.0
t,0.0006175542296342623,45.0
t,0.01818999496465612,45.0
c,0.03962431582646067,45.0
c,0.0584204236280428,45.0
c,0.06940647203254044,45.0
c,0.0703664659777171,45.0
c,0.06231828123582408,45.0
c,0.048402928851903004,45.0
c,0.032401781212595605,45.0
c,0.01761128277035169,45.0
c,0.0063400617973268444,45.0
c,0.03856278932507079,45.0
c,0.047403380860590774,45.0
c,0.04576093079525199,45.0
c,0.03605249204007992,45.0
c,0.023554062573660446,45.0
c,0.01269848372776006,45.0
c,0.0054698835161856325,45.0
c,0.0017279502628045375,45.0
c,0.0003110310473048161,45.0
c,0.037780489389063455,45.0
c,0.03440081607788864,45.0
c,0.023636317446519887,45.0
c,0.012718619744853166,45.0
c,0.0053771631937493064,45.0
c,0.0017311599251433052,45.0
c,0.00038790691268125906,45.0
c,4.6548829521732976e-05,45.0
c,0.03151094859244305,45.0
c,0.02057534442536635,45.0
c,0.00978714025376396,45.0
c,0.0034813250658530873,45.0
c,0.0009060033494771962,45.0
c,0.0001581446680709933,45.0
c,1.423302012645497e-05,45.0
c,0.022727355780726027,45.0
c,0.010254669741489593,45.0
c,0.0032412846029632597,45.0
c,0.0007183298738227383,45.0
c,0.00010330094768215906,45.0
c,7.4376682331692145e-06,45.0
c,0.014128970197528075,45.0
c,0.004188472121647649,45.0
c,0.0008233809930452904,45.0
c,0.00010137658451102316,45.0
c,6.082595070643071e-06,45.0
c,0.007365172202622863,45.0
c,0.0013298093624035945,45.0
c,0.00014422434026926598,45.0
c,7.417251785317436e-06,45.0
c,0.0029835695638236806,45.0
c,0.0002889677873653667,45.0
c,1.3003550431385513e-05,45.0
c,0.0007433350456154605,45.0
c,2.9733401824549865e-05,45.0
t,0.021986523324707467,46.25
t,0.018488667341231287,46.25
t,0.015244137974942756,46.25
t,0.012261589240714861,46.25
t,0.009551132671714698,46.25
t,0.007124836872045324,46.25
t,0.004997515910249769,46.25
t,0.0031880704944696678,46.25
t,0.00172202347876459,46.25
t,0.0006371486871429299,46.25
t,0.017015177131095512,46.25
c,0.03771127819894922,46.25
c,0.056575402835401786,46.25
c,0.06838170006058487,46.25
c,0.07052103957110767,46.25
c,0.06353501859857265,46.25
c,0.050226101072585,46.25
c,0.03426344451700997,46.25
c,0.019029505019969015,46.25
c,0.00704091685738854,46.25
c,0.036837858488821595,46.25
c,0.0463380609106456,46.25
c,0.045740156355101216,46.25
c,0.03682939042569647,46.25
c,0.02458879432157932,46.25
c,0.013551461458955527,46.25
c,0.005972622868633599,46.25
c,0.0019337106345139639,46.25
c,0.00035773646738502043,46.25
c,0.036965412431403465,46.25
c,0.03455054615098373,46.25
c,0.024335960686651868,46.25
c,0.013416668676868837,46.25
c,0.00581154398385247,46.25
c,0.0019178765138048136,46.25
c,0.0004409548135384106,46.25
c,5.4384427003045105e-05,46.25
c,0.031498341547561495,46.25
c,0.021153358177700032,46.25
c,0.010331799218769354,46.25
c,0.0037712871005165655,46.25
c,0.0010071940329668613,46.25
c,0.00018051108488845863,46.25
c,1.6697275352185043e-05,46.25
c,0.023169502436602072,46.25
c,0.010764165420791772,46.25
c,0.0034969094180221996,46.25
c,0.0007960428479723541,46.25
c,0.00011759420693793939,46.25
c,8.701971313430576e-06,46.25
c,0.014675206036684277,46.25
c,0.004481368736502782,46.25
c,0.000905858620224017,46.25
c,0.0001146194155594131,46.25
c,7.068197292875444e-06,46.25
c,0.007792417738794823,46.25
c,0.0014490323974631278,46.25
c,0.00016159540039883784,46.25
c,8.541471163917708e-06,46.25
c,0.0032181241062682817,46.25
c,0.0003207408832877484,46.25
c,1.4834265852022716e-05,46.25
c,0.0008194306877835136,46.25
c,3.36877060533175e-05,46.25
t,0.020122173372486743,47.5
t,0.017034117062847815,47.5
t,0.014148556248922688,47.5
t,0.011474134031138526,47.5
t,0.009021043307239972,47.5
t,0.006801580271331684,47.5
t,0.00483102897776836,47.5
t,0.003129189224236232,47.5
t,0.0017233216017532547,47.5
t,0.0006548622086663403,47.5
t,0.01591445836269469,47.5
c,0.03586925750836241,47.5
c,0.05473041254646461,47.5
c,0.06726944360652093,47.5
c,0.07053583653132575,47.5
c,0.06461665342636158,47.5
c,0.05196418229652881,47.5
c,0.03610521230116454,47.5
c,0.020476885838381486,47.5
c,0.007781216618584929,47.5
c,0.03517095298155522,47.5
c,0.04524217636668398,47.5
c,0.04563538354731948,47.5
c,0.03753043882789629,47.5
c,0.02558979725898855,47.5
c,0.01440793861245616,47.5
c,0.006493018453250971,47.5
c,0.00215300291600346,47.5
c,0.00040907055404060255,47.5
c,0.03612754474388366,47.5
c,0.03463628160160657,47.5
c,0.024991750815716054,47.5
c,0.014106678980302328,47.5
c,0.006256084192878871,47.5
c,0.002114811803149927,47.5
c,0.0004985603042574928,47.5
c,6.315097187260116e-05,47.5
c,0.03143458140318049,47.5
c,0.021695074459438052,47.5
c,0.010872214236336369,47.5
c,0.004069465610276539,47.5
c,0.001114509127114728,47.5
c,0.0002049390999903783,47.5
c,1.9469214499089754e-05,47.5
c,0.02357045827468152,47.5
c,0.011266018742286617,47.5
c,0.003758796222328862,47.5
c,0.0008782575195180921,47.5
c,0.0001331745298702204,47.5
c,1.0121264270163133e-05,47.5
c,0.015202988066268193,47.5
c,0.004778428579635667,47.5
c,0.0009924433861372341,47.5
c,0.00012895593649493026,47.5
c,8.167209311356338e-06,47.5
c,0.008218751283434236,47.5
c,0.0015727768854102153,47.5
c,0.00018021552992898704,47.5
c,9.7831287675966e-06,47.5
c,0.003458279240219228,47.5
c,0.00035442152095852,47.5
c,1.6835022245526368e-05,47.5
c,0.0008993687449095136,47.5
c,3.7973347007322356e-05,47.5
t,0.01842846211643743,48.75
t,0.0156999762205571,48.75
t,0.013132419787704647,48.75
t,0.010733983838453136,48.75
t,0.008514414298976439,48.75
t,0.006485589016798469,48.75
t,0.0046624510904173366,48.75
t,0.00306464481785868,48.75
t,0.001719728746712109,48.75
t,0.000670694211217876,48.75
t,0.014884127727664427,48.75
c,0.03409979808047365,48.75
c,0.05289516888599098,48.75
c,0.06608352058229425,48.75
c,0.07042224321430858,48.75
c,0.06556801564731513,48.75
c,0.05361559018802848,48.75
c,0.03792236378285472,48.75
c,0.0219495678548611,48.75
c,0.008560331463395535,48.75
c,0.03356370802588332,48.75
c,0.04412393988372454,48.75
c,0.045453804966834245,48.75
c,0.03815757384305367,48.75
c,0.026555089659820987,48.75
c,0.015265372894612437,48.75
c,0.0070298631491051075,48.75
c,0.002385783506743951,48.75
c,0.0004652277838151078,48.75
c,0.035272865472942255,48.75
c,0.03466248886975381,48.75
c,0.025603719224497532,48.75
c,0.014786837685889951,48.75
c,0.006709616731669322,48.75
c,0.0023217640688669022,48.75
c,0.0005608444226052108,48.75
