scale,throughput,load,collision,lost
0.00165,123998.65,549056.97,70.498135,0
0.00165,111511.43,549056.97,67.053553,0
0.00165,129032.43,549056.97,70.744193,0
0.00165,120978.63,549056.97,70.98149,0
0.00165,110474.24,549056.97,71.465754,0
0.00165,110844.23,549056.97,68.736385,0
0.00165,123113.51,549056.97,69.122755,0
0.00165,114415.58,549056.97,71.016181,0
0.00165,115220.54,549056.97,71.502991,0
0.00165,128910.75,549056.97,65.975008,0
0.00165,128401.72,549056.97,71.98585,0
0.00165,125075,549056.97,70.107836,0
0.00165,132344.06,549056.97,70.954081,0
0.00165,127505.27,549056.97,65.41568,0
0.00165,111544.87,549056.97,69.548183,0
0.00165,143125.07,549056.97,63.520308,0
0.00165,115919.23,549056.97,70.752155,0
0.00165,150966.48,549056.97,64.911278,0
0.00165,135335.65,549056.97,66.697122,0
0.00165,121997.09,549056.97,66.24659,0
0.00165,143476.81,549056.97,64.965262,0
0.00165,91249.742,549056.97,75.184433,0
0.00165,120316.82,549056.97,70.09878,0
0.00165,140645.98,549056.97,67.552857,0
0.00165,130618.5,549056.97,67.506375,0
0.00165,134830.3,549056.97,67.844663,0
0.00165,122351.12,549056.97,73.965107,0
0.00165,114966.28,549056.97,68.962642,0
0.00165,115507.32,549056.97,70.173368,0
0.00165,151473.34,549056.97,65.870846,0
0.00165,142512.81,549056.97,71.417489,0
0.00165,134223.46,549056.97,74.190871,0
0.00165,119904.34,549056.97,70.096957,0
0.00165,142602.63,549056.97,65.726532,0
0.00165,109142.15,549056.97,70.505218,0
0.00165,121879.08,549056.97,70.473408,0
0.00165,97788.306,549056.97,75.79244,0
0.00165,130345.67,549056.97,67.883981,0
0.00165,96819.378,549056.97,70.113123,0
0.00165,95169.987,549056.97,69.681266,0
0.00165,126146.94,549056.97,71.764651,0
0.00165,126810.43,549056.97,65.358729,0
0.00165,106618.19,549056.97,75.05778,0
0.00165,148576.06,549056.97,63.573064,0
0.00165,107979.71,549056.97,75.778651,0
0.00165,118303.35,549056.97,72.383484,0
0.00165,113480.03,549056.97,72.317331,0
0.00165,115313.15,549056.97,71.71815,0
0.00165,121363.34,549056.97,70.067028,0
0.00165,112119.89,549056.97,72.064183,0
0.00165,110910.29,549056.97,73.715339,0
0.00165,123139.15,549056.97,72.86039,0
0.00165,137154.15,549056.97,67.198649,0
0.00165,100553.36,549056.97,71.841012,0
0.00165,108421.63,549056.97,74.39467,0
0.00165,136687.42,549056.97,67.893406,0
0.00165,114441.19,549056.97,72.138953,0
0.00165,106530.82,549056.97,72.357064,0
0.00165,104924,549056.97,74.369095,0
0.00165,128372.06,549056.97,67.948211,0
0.00165,112125.47,549056.97,69.092192,0
0.00165,103115.44,549056.97,75.010298,0
0.00165,102381.4,549056.97,72.872973,0
0.00165,115403.56,549056.97,71.271419,0
0.00165,115266.22,549056.97,74.555907,0
0.00165,113413.96,549056.97,69.736374,0
0.00165,100809.13,549056.97,72.619452,0
0.00165,118089.41,549056.97,65.337673,0
0.00165,120492.83,549056.97,69.316934,0
0.00165,122445.39,549056.97,70.645255,0
0.00165,119768.84,549056.97,68.091,0
0.00165,125048.73,549056.97,66.901959,0
0.00165,121633.14,549056.97,68.25374,0
0.00165,110082.3,549056.97,72.7173,0
0.00165,118587.15,549056.97,71.033966,0
0.00165,111875.52,549056.97,69.771732,0
0.00165,118674.16,549056.97,70.107778,0
0.00165,133406.38,549056.97,69.858865,0
0.00165,115541.15,549056.97,69.363413,0
0.00165,111940.24,549056.97,70.845215,0
0.00165,100832.48,549056.97,74.602359,0
0.00165,124342.62,549056.97,68.908741,0
0.00165,118902.75,549056.97,67.207077,0
0.00165,138372.16,549056.97,68.092676,0
0.00165,129743.25,549056.97,66.674363,0
0.0017,116416.36,532908.24,72.693662,0
0.0017,120479.29,532908.24,71.268442,0
0.0017,101540.58,532908.24,71.014384,0
0.0017,118969.1,532908.24,68.507253,0
0.0017,136348.43,532908.24,65.357254,0
0.0017,127244.21,532908.24,67.031512,0
0.0017,126335.06,532908.24,67.250825,0
0.0017,126570.49,532908.24,70.821182,0
0.0017,141835.96,532908.24,64.846962,0
0.0017,116438.32,532908.24,71.518041,0
0.0017,120032.02,532908.24,69.50586,0
0.0017,119073.91,532908.24,70.289122,0
0.0017,136159.92,532908.24,65.597131,0
0.0017,120809.72,532908.24,68.365352,0
0.0017,129207.88,532908.24,62.584989,0
0.0017,133763.97,532908.24,69.040002,0
0.0017,118811.33,532908.24,66.240015,0
0.0017,129076.85,532908.24,69.435836,0
0.0017,114341.95,532908.24,72.438179,0
0.0017,121052.23,532908.24,69.200049,0
0.0017,109131.46,532908.24,70.010548,0
0.0017,119372.95,532908.24,69.502489,0
0.0017,101922.69,532908.24,71.526828,0
0.0017,124923.29,532908.24,70.121146,0
0.0017,128622.72,532908.24,65.478207,0
0.0017,123596.16,532908.24,72.313904,0
0.0017,119991.83,532908.24,68.468938,0
0.0017,128716,532908.24,69.145933,0
0.0017,133295.69,532908.24,64.607316,0
0.0017,120173.42,532908.24,68.319527,0
0.0017,142306.64,532908.24,63.838265,0
0.0017,127993.72,532908.24,67.915258,0
0.0017,145323.02,532908.24,65.587889,0
0.0017,133433.71,532908.24,66.047542,0
0.0017,119765.42,532908.24,68.77542,0
0.0017,152367.38,532908.24,64.01862,0
0.0017,99210.421,532908.24,72.886992,0
0.0017,122805.48,532908.24,68.422059,0
0.0017,131418.58,532908.24,67.184053,0
0.0017,134849.46,532908.24,66.466954,0
0.0017,139790.93,532908.24,68.385271,0
0.0017,116360.17,532908.24,74.42449,0
0.0017,132277.21,532908.24,68.983555,0
0.0017,120158.47,532908.24,68.611253,0
0.0017,146120.95,532908.24,65.491833,0
0.0017,143439.29,532908.24,70.153633,0
0.0017,128480.66,532908.24,72.347914,0
0.0017,118107.34,532908.24,69.649236,0
0.0017,139235.58,532908.24,67.522134,0
0.0017,112241.24,532908.24,70.033187,0
0.0017,118593,532908.24,69.027091,0
0.0017,93166.224,532908.24,74.948987,0
0.0017,122858.82,532908.24,68.232447,0
0.0017,100621.26,532908.24,70.291631,0
0.0017,94000.754,532908.24,72.826742,0
0.0017,134298.87,532908.24,70.780246,0
0.0017,129898.3,532908.24,64.662027,0
0.0017,111636.27,532908.24,75.096828,0
0.0017,142243.39,532908.24,63.398429,0
0.0017,110005.97,532908.24,73.450796,0
0.0017,116351.04,532908.24,70.13943,0
0.0017,118583.64,532908.24,72.577504,0
0.0017,120434.23,532908.24,71.675096,0
0.0017,129851.94,532908.24,66.950179,0
0.0017,105816.98,532908.24,72.312836,0
0.0017,111069.11,532908.24,70.909589,0
0.0017,136924.37,532908.24,70.375481,0
0.0017,129741.2,532908.24,68.345481,0
0.0017,106671.03,532908.24,67.891205,0
0.0017,125631.77,532908.24,72.96058,0
0.0017,131292.27,532908.24,68.794789,0
0.0017,128817.88,532908.24,70.484285,0
0.0017,115426.3,532908.24,67.877935,0
0.0017,103513.28,532908.24,74.349268,0
0.0017,136812.13,532908.24,67.235784,0
0.0017,110016.3,532908.24,68.392273,0
0.0017,110724.27,532908.24,72.276961,0
0.0017,103702.76,532908.24,72.699015,0
0.0017,113983.02,532908.24,68.758083,0
0.0017,119351.93,532908.24,70.041676,0
0.0017,121266.01,532908.24,68.519061,0
0.0017,123109.29,532908.24,70.707805,0
0.0017,123869.87,532908.24,64.816215,0
0.0017,135404.58,532908.24,67.599663,0
0.0017,125235.15,532908.24,70.229559,0
0.0017,126838.75,532908.24,67.811826,0
0.0017,129179.63,532908.24,66.168997,0
0.0017,123615.78,532908.24,68.246741,0
0.0017,114484.5,532908.24,74.601594,0
0.0017,111204.88,532908.24,69.077753,0
0.0017,123040.24,532908.24,67.686559,0
0.0017,121820.14,532908.24,69.125652,0
0.0017,123369.42,532908.24,70.532353,0
0.0017,115652.61,532908.24,68.851675,0
0.0017,113087.75,532908.24,68.464807,0
0.0017,81708.375,532908.24,73.833508,0
0.0017,135886.22,532908.24,66.161905,0
0.0017,129993.85,532908.24,65.362631,0
0.0017,135557.9,532908.24,67.354883,0
0.0017,124063.89,532908.24,66.882661,0
0.00175,123958.32,517682.29,69.856371,0
0.00175,127129.59,517682.29,69.133574,0
0.00175,103415.86,517682.29,71.635422,0
0.00175,120694.96,517682.29,67.128355,0
0.00175,131344.28,517682.29,65.662726,0
0.00175,119931.19,517682.29,68.07624,0
0.00175,125742.96,517682.29,65.275332,0
0.00175,119442.96,517682.29,70.356094,0
0.00175,134517.6,517682.29,63.298876,0
0.00175,116658.74,517682.29,70.86026,0
0.00175,128333.69,517682.29,68.606029,0
0.00175,124262.54,517682.29,69.910725,0
0.00175,135760.81,517682.29,63.693946,0
0.00175,123533.62,517682.29,67.201175,0
0.00175,135927.98,517682.29,63.31028,0
0.00175,134893.69,517682.29,68.551663,0
0.00175,120749.48,517682.29,65.638585,0
0.00175,130521.31,517682.29,66.959297,0
0.00175,111842.77,517682.29,70.376076,0
0.00175,122969.33,517682.29,68.935876,0
0.00175,108181.4,517682.29,69.408914,0
0.00175,127080.45,517682.29,67.793046,0
0.00175,109959.38,517682.29,71.615728,0
0.00175,130611.46,517682.29,70.186921,0
0.00175,132916.48,517682.29,64.603134,0
0.00175,129660.77,517682.29,70.768819,0
0.00175,120261.21,517682.29,67.732952,0
0.00175,125862.83,517682.29,68.293932,0
0.00175,140084.36,517682.29,62.260534,0
0.00175,129688.58,517682.29,68.090305,0
0.00175,146458.63,517682.29,62.434021,0
0.00175,111719.65,517682.29,69.449749,0
0.00175,136294.38,517682.29,65.123783,0
0.00175,140423.12,517682.29,64.391126,0
0.00175,126820.59,517682.29,66.41625,0
0.00175,149423.91,517682.29,64.166367,0
0.00175,113899.6,517682.29,72.383303,0
0.00175,119588.27,517682.29,69.38216,0
0.00175,137090.54,517682.29,66.436825,0
0.00175,127425.66,517682.29,66.309093,0
0.00175,142129.35,517682.29,67.378107,0
0.00175,122657.55,517682.29,71.062104,0
0.00175,126443.61,517682.29,68.116878,0
0.00175,120149.3,517682.29,67.481376,0
0.00175,147503.08,517682.29,63.463366,0
0.00175,133754.82,517682.29,70.301459,0
0.00175,139733.1,517682.29,70.955512,0
0.00175,121563.34,517682.29,67.921512,0
0.00175,145741.17,517682.29,64.760497,0
0.00175,113643.41,517682.29,68.42597,0
0.00175,132500.8,517682.29,67.120926,0
0.00175,100928.96,517682.29,73.256723,0
0.00175,133594.82,517682.29,65.815862,0
0.00175,109622.67,517682.29,68.498854,0
0.00175,104407.7,517682.29,68.870316,0
0.00175,138670.55,517682.29,70.774378,0
0.00175,131394.25,517682.29,64.405631,0
0.00175,108725.65,517682.29,72.852199,0
0.00175,141074.74,517682.29,63.390992,0
0.00175,102629.05,517682.29,72.618415,0
0.00175,120457.95,517682.29,68.227579,0
0.00175,118962.88,517682.29,71.333275,0
0.00175,133952.45,517682.29,66.390708,0
0.00175,129122.99,517682.29,66.604226,0
0.00175,106550.78,517682.29,69.986499,0
0.00175,115204.21,517682.29,70.391014,0
0.00175,123550.44,517682.29,72.246559,0
0.00175,135525.69,517682.29,67.332813,0
0.00175,129779.21,517682.29,68.770714,0
0.00175,124830.7,517682.29,71.248498,0
0.00175,121563.24,517682.29,67.458299,0
0.00175,124324.82,517682.29,69.136895,0
0.00175,116862.23,517682.29,66.66724,0
0.00175,106574.1,517682.29,75.962789,0
0.00175,141677.79,517682.29,66.542498,0
0.00175,123696.45,517682.29,65.551593,0
0.00175,104495.85,517682.29,72.083182,0
0.00175,112748.67,517682.29,69.616103,0
0.00175,118155.88,517682.29,68.115016,0
0.00175,121267.12,517682.29,70.847336,0
0.00175,118981.42,517682.29,67.29232,0
0.00175,111560.82,517682.29,70.630749,0
0.00175,119877.54,517682.29,62.99941,0
0.00175,124169.92,517682.29,68.559749,0
0.00175,131547.54,517682.29,68.007797,0
0.00175,131659.87,517682.29,65.2493,0
0.00175,133110.53,517682.29,66.489254,0
0.00175,141491.87,517682.29,67.234316,0
0.00175,117673.59,517682.29,71.13117,0
0.00175,107504.18,517682.29,68.839055,0
0.00175,132829.47,517682.29,65.318847,0
0.00175,125979.81,517682.29,68.329972,0
0.00175,121949.4,517682.29,68.396974,0
0.00175,128064.12,517682.29,68.397383,0
0.00175,111244.94,517682.29,68.322713,0
0.00175,100918.89,517682.29,70.831672,0
0.00175,125463.49,517682.29,66.14987,0
0.00175,134711.67,517682.29,64.903014,0
0.00175,148501.87,517682.29,64.444991,0
0.00175,138213.87,517682.29,64.37367,0
0.0018,121704.11,503302.22,69.788247,0
0.0018,138075.82,503302.22,68.71648,0
0.0018,108959.48,503302.22,69.760556,0
0.0018,131204.12,503302.22,66.136329,0
0.0018,133309.5,503302.22,65.173963,0
0.0018,123597.41,503302.22,65.200875,0
0.0018,118059.95,503302.22,65.750819,0
0.0018,119431.31,503302.22,69.339709,0
0.0018,138005.3,503302.22,64.055152,0
0.0018,115742.09,503302.22,68.710194,0
0.0018,131932.93,503302.22,65.841394,0
0.0018,128951.1,503302.22,67.379759,0
0.0018,137830.21,503302.22,64.293614,0
0.0018,128651.22,503302.22,65.700765,0
0.0018,130553.87,503302.22,64.037426,0
0.0018,131963,503302.22,65.410431,0
0.0018,114725.3,503302.22,66.47607,0
0.0018,127394.3,503302.22,65.981037,0
0.0018,122117.99,503302.22,68.284847,0
0.0018,135439.75,503302.22,67.292034,0
0.0018,121616.65,503302.22,67.085091,0
0.0018,128300.94,503302.22,67.238522,0
0.0018,106560.88,503302.22,68.098421,0
0.0018,130719.15,503302.22,68.375813,0
0.0018,126850.39,503302.22,64.854337,0
0.0018,134344.95,503302.22,69.341605,0
0.0018,122422.03,503302.22,65.341954,0
0.0018,131031.61,503302.22,67.198204,0
0.0018,144305.73,503302.22,62.123233,0
0.0018,127032.38,503302.22,65.993127,0
0.0018,141789.51,503302.22,62.754917,0
0.0018,124101.55,503302.22,65.379147,0
0.0018,146745.46,503302.22,62.302976,0
0.0018,138547.77,503302.22,65.870738,0
0.0018,134045.55,503302.22,65.28562,0
0.0018,147956.81,503302.22,61.502137,0
0.0018,102465.44,503302.22,74.096639,0
0.0018,129621.17,503302.22,66.773312,0
0.0018,132312.03,503302.22,65.572212,0
0.0018,131914.87,503302.22,64.96354,0
0.0018,147809.87,503302.22,65.820769,0
0.0018,127095.32,503302.22,70.685377,0
0.0018,135952.55,503302.22,66.349597,0
0.0018,125697.21,503302.22,65.591186,0
0.0018,148941.63,503302.22,63.952718,0
0.0018,140911.81,503302.22,67.596843,0
0.0018,138956.49,503302.22,71.28806,0
0.0018,115570.8,503302.22,68.225787,0
0.0018,156769.45,503302.22,62.083401,0
0.0018,119634.88,503302.22,67.825421,0
0.0018,120330.42,503302.22,67.793866,0
0.0018,121515.86,503302.22,69.497285,0
0.0018,128480.35,503302.22,64.662285,0
0.0018,107197.66,503302.22,67.937133,0
0.0018,117797.16,503302.22,66.24593,0
0.0018,137789.9,503302.22,68.571075,0
0.0018,138304.31,503302.22,63.939448,0
0.0018,119161.67,503302.22,71.254113,0
0.0018,140081.42,503302.22,62.025309,0
0.0018,122798.1,503302.22,70.256284,0
0.0018,125067.57,503302.22,66.545088,0
0.0018,106736.38,503302.22,70.686501,0
0.0018,134975.3,503302.22,67.00869,0
0.0018,133864.85,503302.22,66.188895,0
0.0018,106483.75,503302.22,70.841194,0
0.0018,107815.58,503302.22,69.833372,0
0.0018,123595.17,503302.22,71.13683,0
0.0018,125093.6,503302.22,67.042311,0
0.0018,132773.31,503302.22,66.803779,0
0.0018,117849.61,503302.22,69.883444,0
0.0018,123266.57,503302.22,66.46635,0
0.0018,132048.52,503302.22,67.178328,0
0.0018,125362.58,503302.22,66.010013,0
0.0018,115357.5,503302.22,74.443217,0
0.0018,144699.71,503302.22,64.311919,0
0.0018,116579.24,503302.22,64.62265,0
0.0018,114915.7,503302.22,69.810083,0
0.0018,112872.99,503302.22,68.042204,0
0.0018,119963.04,503302.22,65.610621,0
0.0018,125454.79,503302.22,67.813465,0
0.0018,124518.95,503302.22,67.72328,0
0.0018,114636.61,503302.22,69.414648,0
0.0018,130802.28,503302.22,62.62978,0
0.0018,123569.22,503302.22,65.655191,0
0.0018,136658.3,503302.22,68.8501,0
0.0018,127004.36,503302.22,64.956159,0
0.0018,130811.51,503302.22,66.125184,0
0.0018,135904.23,503302.22,67.997289,0
0.0018,116609.88,503302.22,69.970933,0
0.0018,113659.67,503302.22,68.164116,0
0.0018,135291.43,503302.22,65.521222,0
0.0018,128716.4,503302.22,66.630393,0
0.0018,132207.15,503302.22,65.94719,0
0.0018,115292.16,503302.22,67.829517,0
0.0018,131011.18,503302.22,67.363308,0
0.0018,110378.97,503302.22,70.914535,0
0.0018,125775.8,503302.22,63.967476,0
0.0018,129998.98,503302.22,64.823511,0
0.0018,135094.85,503302.22,64.687383,0
0.0018,128163.21,503302.22,65.437871,0
0.00185,129640.41,489699.46,68.528618,0
0.00185,137602.48,489699.46,67.26144,0
0.00185,119694.44,489699.46,69.534874,0
0.00185,132366.04,489699.46,65.662123,0
0.00185,142244.9,489699.46,64.549695,0
0.00185,122522.91,489699.46,65.935308,0
0.00185,127502.8,489699.46,63.959904,0
0.00185,128030.3,489699.46,67.804798,0
0.00185,147602.01,489699.46,62.059276,0
0.00185,124662.82,489699.46,68.657783,0
0.00185,137945.15,489699.46,67.165299,0
0.00185,121583.25,489699.46,67.481544,0
0.00185,137456.04,489699.46,63.63235,0
0.00185,128198.08,489699.46,64.244077,0
0.00185,129369.51,489699.46,62.78592,0
0.00185,133195.97,489699.46,65.389049,0
0.00185,119366.9,489699.46,64.191991,0
0.00185,136860.26,489699.46,65.718262,0
0.00185,125181.47,489699.46,67.431712,0
0.00185,130857.96,489699.46,66.5144,0
0.00185,121293.55,489699.46,68.258411,0
0.00185,140773.75,489699.46,66.66249,0
0.00185,109984.88,489699.46,65.888595,0
0.00185,134295.88,489699.46,69.070699,0
0.00185,133099.57,489699.46,64.633724,0
0.00185,145540.02,489699.46,68.726156,0
0.00185,119656.81,489699.46,65.250464,0
0.00185,125983.75,489699.46,66.868792,0
0.00185,136669.36,489699.46,62.633529,0
0.00185,119116.98,489699.46,64.714897,0
0.00185,140442.73,489699.46,60.362698,0
0.00185,128671.47,489699.46,66.214145,0
0.00185,140333.94,489699.46,62.140702,0
0.00185,135877.31,489699.46,64.93433,0
0.00185,127968.83,489699.46,64.768153,0
0.00185,145737.49,489699.46,62.115678,0
0.00185,114370.16,489699.46,70.826579,0
0.00185,126847.63,489699.46,65.36458,0
0.00185,137046.54,489699.46,65.520303,0
0.00185,133299.12,489699.46,64.203373,0
0.00185,135828.73,489699.46,63.938507,0
0.00185,134884.32,489699.46,70.010725,0
0.00185,132357.47,489699.46,65.773137,0
0.00185,131918.87,489699.46,64.580955,0
0.00185,141307.17,489699.46,63.804505,0
0.00185,139482.92,489699.46,66.538974,0
0.00185,139191.8,489699.46,69.73254,0
0.00185,118086.85,489699.46,65.208697,0
0.00185,145565.61,489699.46,62.932725,0
0.00185,121384.58,489699.46,66.288993,0
0.00185,120731.85,489699.46,66.9781,0
0.00185,125608.38,489699.46,69.107718,0
0.00185,132866.24,489699.46,64.482144,0
0.00185,109535.55,489699.46,67.038585,0
0.00185,112813.21,489699.46,65.788554,0
0.00185,137323.59,489699.46,66.987107,0
0.00185,147474.18,489699.46,61.874961,0
0.00185,118245.01,489699.46,70.970217,0
0.00185,147786.8,489699.46,62.250563,0
0.00185,120891.39,489699.46,70.423526,0
0.00185,130985.16,489699.46,65.558106,0
0.00185,122736.38,489699.46,67.302069,0
0.00185,134520.42,489699.46,64.554888,0
0.00185,135670.79,489699.46,66.892229,0
0.00185,110209.64,489699.46,68.77028,0
0.00185,117928.82,489699.46,70.339485,0
0.00185,125482.67,489699.46,71.026865,0
0.00185,136659.46,489699.46,65.197546,0
0.00185,126992.67,489699.46,66.207153,0
0.00185,118405.53,489699.46,71.194075,0
0.00185,128195.76,489699.46,67.373225,0
0.00185,136231.6,489699.46,66.436349,0
0.00185,132244.74,489699.46,65.157705,0
0.00185,119912.57,489699.46,74.112625,0
0.00185,129508.1,489699.46,64.64387,0
0.00185,128205.8,489699.46,65.213622,0
0.00185,117390.14,489699.46,68.388883,0
0.00185,115545.78,489699.46,66.391262,0
0.00185,113021.41,489699.46,66.323757,0
0.00185,127972.97,489699.46,68.291336,0
0.00185,131412.48,489699.46,65.921061,0
0.00185,131125.78,489699.46,67.879682,0
0.00185,135918.41,489699.46,60.964654,0
0.00185,138200.45,489699.46,65.225467,0
0.00185,137335.95,489699.46,66.443133,0
0.00185,131895.47,489699.46,64.802604,0
0.00185,127616.35,489699.46,65.423632,0
0.00185,134655.02,489699.46,65.075791,0
0.00185,126667.8,489699.46,70.01296,0
0.00185,119207.33,489699.46,66.595739,0
0.00185,129119.01,489699.46,64.381547,0
0.00185,135522.41,489699.46,63.336164,0
0.00185,137446.5,489699.46,64.407062,0
0.00185,131203.79,489699.46,66.191787,0
0.00185,132389.42,489699.46,65.351906,0
0.00185,116751.89,489699.46,70.440452,0
0.00185,139483.96,489699.46,64.140846,0
0.00185,134344.98,489699.46,62.309686,0
0.00185,136775.52,489699.46,64.72782,0
0.00185,137995.7,489699.46,63.73851,0
0.0019,132387.91,476812.63,69.50892,0
0.0019,126842.15,476812.63,69.289957,0
0.0019,125348.27,476812.63,65.197818,0
0.0019,136351.65,476812.63,64.031321,0
0.0019,134723.67,476812.63,64.865312,0
0.0019,122234.38,476812.63,64.487148,0
0.0019,135041.85,476812.63,61.540559,0
0.0019,126942.86,476812.63,66.941334,0
0.0019,138937.23,476812.63,62.100302,0
0.0019,132110.02,476812.63,67.391263,0
0.0019,139309.17,476812.63,66.307722,0
0.0019,137972.88,476812.63,65.748083,0
0.0019,139232.48,476812.63,62.067753,0
0.0019,130501.74,476812.63,65.415964,0
0.0019,136896.01,476812.63,61.990062,0
0.0019,143963.42,476812.63,63.783125,0
0.0019,129848.9,476812.63,61.611176,0
0.0019,133630.16,476812.63,64.709147,0
0.0019,124075.46,476812.63,67.143739,0
0.0019,130189.38,476812.63,65.971386,0
0.0019,128024.65,476812.63,64.272126,0
0.0019,144099.89,476812.63,63.865487,0
0.0019,116449.22,476812.63,65.2362,0
0.0019,135531.88,476812.63,66.654114,0
0.0019,129384.63,476812.63,64.365772,0
0.0019,141882.31,476812.63,68.135615,0
0.0019,125563.34,476812.63,64.671704,0
0.0019,126599.77,476812.63,66.686067,0
0.0019,140171.77,476812.63,61.525089,0
0.0019,126738.81,476812.63,63.147182,0
0.0019,147248.46,476812.63,59.800325,0
0.0019,136459.08,476812.63,64.311486,0
0.0019,138695.54,476812.63,62.21536,0
0.0019,142197.38,476812.63,63.341376,0
0.0019,131484.6,476812.63,64.233631,0
0.0019,148423.81,476812.63,59.95416,0
0.0019,117889.02,476812.63,67.685892,0
0.0019,130437.04,476812.63,63.907891,0
0.0019,137856.49,476812.63,64.316513,0
0.0019,119072.55,476812.63,64.641242,0
0.0019,139081.83,476812.63,63.394791,0
0.0019,138171.38,476812.63,68.165301,0
0.0019,134776.01,476812.63,65.469154,0
0.0019,134718.1,476812.63,63.603696,0
0.0019,153653.75,476812.63,62.033451,0
0.0019,139239.35,476812.63,66.884832,0
0.0019,125220.4,476812.63,69.754694,0
0.0019,128408.64,476812.63,64.11317,0
0.0019,147833.2,476812.63,60.397484,0
0.0019,124624.98,476812.63,63.979384,0
0.0019,126771.71,476812.63,65.657248,0
0.0019,127272.12,476812.63,68.213365,0
0.0019,141517.26,476812.63,63.174413,0
0.0019,109196.04,476812.63,66.017442,0
0.0019,116900.36,476812.63,65.564645,0
0.0019,140591.39,476812.63,66.910852,0
0.0019,138791.75,476812.63,60.085542,0
0.0019,135403.41,476812.63,69.402447,0
0.0019,148955.1,476812.63,58.844437,0
0.0019,133085.71,476812.63,68.019619,0
0.0019,125820.39,476812.63,66.169139,0
0.0019,125575.98,476812.63,66.00642,0
0.0019,140517,476812.63,64.10647,0
0.0019,141280.01,476812.63,65.045495,0
0.0019,122426.77,476812.63,65.919224,0
0.0019,113886.37,476812.63,70.371432,0
0.0019,125860.7,476812.63,69.423396,0
0.0019,132373.43,476812.63,64.858673,0
0.0019,131386.3,476812.63,63.694492,0
0.0019,114854.18,476812.63,69.565917,0
0.0019,124905.55,476812.63,65.213815,0
0.0019,142669.7,476812.63,63.128988,0
0.0019,125609.41,476812.63,64.585057,0
0.0019,114923.88,476812.63,72.352397,0
0.0019,146504.97,476812.63,63.72404,0
0.0019,127768.12,476812.63,61.802807,0
0.0019,124904.62,476812.63,68.760607,0
0.0019,121360.5,476812.63,65.03539,0
0.0019,119616.76,476812.63,64.714555,0
0.0019,128936,476812.63,66.520088,0
0.0019,131672.64,476812.63,63.535691,0
0.0019,118176.61,476812.63,67.923939,0
0.0019,140921.6,476812.63,62.886765,0
0.0019,137948.46,476812.63,64.964253,0
0.0019,146255.42,476812.63,63.870324,0
0.0019,135532.68,476812.63,62.748369,0
0.0019,142300.13,476812.63,63.443606,0
0.0019,144518.97,476812.63,64.795175,0
0.0019,119792.35,476812.63,68.385744,0
0.0019,125450.15,476812.63,65.84594,0
0.0019,144836.7,476812.63,60.152842,0
0.0019,134010.84,476812.63,62.52129,0
0.0019,134164.18,476812.63,64.150249,0
0.0019,125228.31,476812.63,66.128067,0
0.0019,130477.78,476812.63,65.080012,0
0.0019,124854.08,476812.63,68.507447,0
0.0019,137960.2,476812.63,61.312505,0
0.0019,138979.75,476812.63,59.912732,0
0.0019,141270.32,476812.63,62.800975,0
0.0019,138744.05,476812.63,60.87758,0
0.00195,131845.84,464586.67,65.899936,0
0.00195,132576.3,464586.67,65.634942,0
0.00195,121681.6,464586.67,63.892299,0
0.00195,137353.99,464586.67,61.868079,0
0.00195,132756.62,464586.67,62.739369,0
0.00195,125685.35,464586.67,63.341517,0
0.00195,129772.78,464586.67,62.319975,0
0.00195,121169.28,464586.67,66.288919,0
0.00195,134695.46,464586.67,62.615151,0
0.00195,124587.65,464586.67,64.946044,0
0.00195,136409.13,464586.67,65.36656,0
0.00195,139450.77,464586.67,63.853352,0
0.00195,143064.75,464586.67,61.534144,0
0.00195,131699.83,464586.67,63.712851,0
0.00195,131510.38,464586.67,61.593679,0
0.00195,138228.86,464586.67,63.495033,0
0.00195,137185.38,464586.67,59.827226,0
0.00195,131887.08,464586.67,65.209364,0
0.00195,121780.66,464586.67,65.60591,0
0.00195,139336.37,464586.67,64.800194,0
0.00195,131535.97,464586.67,62.674263,0
0.00195,152432.81,464586.67,61.317704,0
0.00195,112932.09,464586.67,65.136674,0
0.00195,139391.14,464586.67,65.709326,0
0.00195,133722.91,464586.67,62.553056,0
0.00195,137152.02,464586.67,66.015593,0
0.00195,128621.45,464586.67,62.740865,0
0.00195,130629,464586.67,64.705473,0
0.00195,137910.59,464586.67,59.621899,0
0.00195,121664.72,464586.67,63.696086,0
0.00195,151397.5,464586.67,57.995806,0
0.00195,129939.09,464586.67,65.327976,0
0.00195,143133.37,464586.67,61.326964,0
0.00195,138658.68,464586.67,64.320255,0
0.00195,137738.06,464586.67,62.6764,0
0.00195,149842.22,464586.67,58.79351,0
0.00195,110830.63,464586.67,67.84499,0
0.00195,142065.41,464586.67,60.970507,0
0.00195,145247.97,464586.67,61.024303,0
0.00195,134621.01,464586.67,61.734821,0
0.00195,145448.87,464586.67,62.852433,0
0.00195,140901.59,464586.67,65.879289,0
0.00195,133713.74,464586.67,62.407198,0
0.00195,132824.12,464586.67,63.623665,0
0.00195,149679.82,464586.67,60.168563,0
0.00195,139587.7,464586.67,66.048299,0
0.00195,139348.33,464586.67,66.973566,0
0.00195,124680.72,464586.67,64.537456,0
0.00195,148719.41,464586.67,61.040499,0
0.00195,138527.06,464586.67,62.076312,0
0.00195,133716.02,464586.67,64.865507,0
