scale,throughput,load,collision,lost
0.001,69103.799,905944,85.729865,0
0.001,71259.229,905944,83.170228,0
0.001,60897.129,905944,87.260206,0
0.001,74187.593,905944,84.61056,0
0.001,82747.929,905944,82.91119,0
0.001,78422.206,905944,83.021335,0
0.001,74078.792,905944,85.411531,0
0.001,57133.646,905944,86.5881,0
0.001,78393.3,905944,85.737278,0
0.001,70991.647,905944,83.669063,0
0.001,81666.491,905944,82.63425,0
0.001,62276.822,905944,87.684577,0
0.001,59563.715,905944,86.910742,0
0.001,70509.674,905944,82.613747,0
0.001,57574.099,905944,88.422776,0
0.001,74926.696,905944,84.782251,0
0.001,65623.665,905944,84.501939,0
0.001,43517.434,905944,88.146925,0
0.001,94328.705,905944,79.830533,0
0.001,70575.293,905944,82.918267,0
0.00105,95018.784,862803.81,86.342631,0
0.00105,49630.584,862803.81,90.4898,0
0.00105,41954.161,862803.81,89.172535,0
0.00105,84177.047,862803.81,82.926278,0
0.00105,94475.382,862803.81,81.525725,0
0.00105,70075.421,862803.81,86.147823,0
0.00105,76687.696,862803.81,79.69919,0
0.00105,63117.652,862803.81,84.924041,0
0.00105,74924.02,862803.81,82.247452,0
0.00105,64255.047,862803.81,89.029233,0
0.00105,73510.455,862803.81,86.49224,0
0.00105,98017.886,862803.81,86.429834,0
0.00105,64468.03,862803.81,83.800667,0
0.00105,65157.09,862803.81,82.828436,0
0.00105,76828.541,862803.81,82.713415,0
0.00105,44608.455,862803.81,90.510862,0
0.00105,82000.466,862803.81,81.125113,0
0.00105,61773.256,862803.81,85.901735,0
0.00105,67934.367,862803.81,82.837244,0
0.00105,52554.882,862803.81,89.729185,0
0.00105,92094.322,862803.81,78.644832,0
0.00105,74475.303,862803.81,82.895563,0
0.00105,78318.63,862803.81,81.202937,0
0.00105,73766.032,862803.81,83.663529,0
0.00105,73362.072,862803.81,81.361182,0
0.00105,61032.445,862803.81,90.396996,0
0.00105,56165.266,862803.81,87.045002,0
0.00105,83153.187,862803.81,80.055103,0
0.00105,96337.097,862803.81,78.049525,0
0.00105,69963.666,862803.81,88.629997,0
0.00105,87757.662,862803.81,78.367955,0
0.00105,48197.642,862803.81,87.871369,0
0.00105,86238.794,862803.81,86.106851,0
0.00105,60194.213,862803.81,85.871927,0
0.00105,98133.502,862803.81,79.319048,0
0.00105,87565.98,862803.81,78.899367,0
0.00105,57621.934,862803.81,89.40882,0
0.00105,79000.714,862803.81,82.304659,0
0.00105,65286.771,862803.81,86.404694,0
0.00105,80517.08,862803.81,83.188121,0
0.00105,66482.87,862803.81,89.93617,0
0.00105,68730.761,862803.81,82.266827,0
0.00105,78568.986,862803.81,87.889459,0
0.00105,61322.873,862803.81,84.144278,0
0.00105,98584.897,862803.81,82.439836,0
0.00105,100825.07,862803.81,80.47897,0
0.00105,63264.061,862803.81,90.466828,0
0.00105,85143.272,862803.81,79.692585,0
0.00105,82305.95,862803.81,81.705329,0
0.00105,62544.512,862803.81,88.03927,0
0.00105,83650.37,862803.81,81.006841,0
0.00105,67687.054,862803.81,88.576342,0
0.00105,93047.98,862803.81,80.693252,0
0.00105,67565.426,862803.81,85.580585,0
0.00105,88684.154,862803.81,81.697764,0
0.00105,86712.943,862803.81,83.064202,0
0.00105,85731.362,862803.81,83.126662,0
0.00105,47265.337,862803.81,90.166002,0
0.00105,51858.304,862803.81,90.037053,0
0.00105,58145.378,862803.81,88.647117,0
0.00105,68456.117,862803.81,88.620326,0
0.00105,66893.199,862803.81,84.242424,0
0.00105,80108.414,862803.81,81.901594,0
0.00105,90605.532,862803.81,79.07521,0
0.00105,53234.704,862803.81,91.305402,0
0.00105,74819.631,862803.81,83.786673,0
0.00105,75003.765,862803.81,84.682662,0
0.00105,71818.667,862803.81,84.608847,0
0.00105,53857.285,862803.81,85.029582,0
0.00105,62079.056,862803.81,85.520513,0
0.00105,88266.666,862803.81,80.860228,0
0.00105,60550.994,862803.81,85.143209,0
0.00105,59805.581,862803.81,87.40322,0
0.00105,71324.966,862803.81,83.877599,0
0.00105,66995.003,862803.81,83.868709,0
0.00105,76588.273,862803.81,83.4479,0
0.00105,65943.245,862803.81,81.972982,0
0.00105,55982.771,862803.81,89.507024,0
0.00105,55597.807,862803.81,86.31557,0
0.00105,75866.604,862803.81,85.151509,0
0.00105,73961.555,862803.81,86.409031,0
0.00105,70586.904,862803.81,83.836005,0
0.00105,82300.396,862803.81,82.515322,0
0.00105,67041.161,862803.81,86.211189,0
0.00105,71093.094,862803.81,84.932232,0
0.00105,76195.791,862803.81,81.807614,0
0.00105,81662.758,862803.81,79.523226,0
0.00105,84051.092,862803.81,82.887749,0
0.00105,77876.318,862803.81,85.516002,0
0.00105,78981.868,862803.81,83.835753,0
0.00105,74161.756,862803.81,83.147528,0
0.00105,67671.494,862803.81,85.919081,0
0.00105,70899.601,862803.81,85.390313,0
0.00105,64752.691,862803.81,85.05861,0
0.00105,49589.814,862803.81,89.983686,0
0.00105,80060.287,862803.81,84.958034,0
0.00105,62753.078,862803.81,83.089652,0
0.00105,51825.002,862803.81,89.571085,0
0.00105,88274.544,862803.81,80.639866,0
0.00105,68527.222,862803.81,83.95846,0
0.0011,70645.499,823585.45,85.791355,0
0.0011,77128.566,823585.45,90.147739,0
0.0011,72046.237,823585.45,86.80342,0
0.0011,85323.134,823585.45,81.876802,0
0.0011,92689.555,823585.45,81.016953,0
0.0011,82924.736,823585.45,84.460007,0
0.0011,87469.558,823585.45,78.315743,0
0.0011,62551.839,823585.45,84.637473,0
0.0011,81545.616,823585.45,80.947515,0
0.0011,72934.347,823585.45,87.554056,0
0.0011,68173.108,823585.45,85.624415,0
0.0011,100832.22,823585.45,82.410388,0
0.0011,75397.278,823585.45,84.687352,0
0.0011,70542.858,823585.45,81.196717,0
0.0011,67091.871,823585.45,83.787329,0
0.0011,56348.074,823585.45,88.08056,0
0.0011,81498.439,823585.45,78.764001,0
0.0011,72335.125,823585.45,82.151227,0
0.0011,76566.63,823585.45,83.094078,0
0.0011,66901.052,823585.45,88.268756,0
0.0011,84970.25,823585.45,80.279095,0
0.0011,86969.225,823585.45,81.295582,0
0.0011,82323.669,823585.45,79.989057,0
0.0011,81578.832,823585.45,83.349108,0
0.0011,81886.169,823585.45,81.225247,0
0.0011,72686.15,823585.45,88.978445,0
0.0011,60889.853,823585.45,88.075455,0
0.0011,82864.749,823585.45,83.849332,0
0.0011,93856.298,823585.45,81.007064,0
0.0011,71014.612,823585.45,84.062267,0
0.0011,101990.2,823585.45,74.395221,0
0.0011,49910.668,823585.45,87.43478,0
0.0011,76629.466,823585.45,84.3078,0
0.0011,63674.501,823585.45,85.004125,0
0.0011,95900.306,823585.45,79.280518,0
0.0011,101655.58,823585.45,78.354432,0
0.0011,61007.882,823585.45,88.92781,0
0.0011,76699.154,823585.45,82.359218,0
0.0011,65269.856,823585.45,85.094278,0
0.0011,76736.037,823585.45,82.959224,0
0.0011,54642.583,823585.45,90.659099,0
0.0011,59835.634,823585.45,86.998366,0
0.0011,77767.424,823585.45,85.928124,0
0.0011,80121.328,823585.45,81.353363,0
0.0011,101306.34,823585.45,80.220858,0
0.0011,96013.171,823585.45,82.155976,0
0.0011,58964.371,823585.45,89.81787,0
0.0011,91657.625,823585.45,76.885769,0
0.0011,88527.72,823585.45,79.060411,0
0.0011,72786.313,823585.45,87.20188,0
0.0011,84978.924,823585.45,79.238917,0
0.0011,63926.006,823585.45,87.196334,0
0.0011,105270.38,823585.45,79.023867,0
0.0011,73685.573,823585.45,84.682428,0
0.0011,74117.605,823585.45,84.224059,0
0.0011,92957.208,823585.45,81.802324,0
0.0011,73470.908,823585.45,80.072331,0
0.0011,60882.806,823585.45,87.016317,0
0.0011,81392.102,823585.45,88.558904,0
0.0011,65892.809,823585.45,88.515575,0
0.0011,82986.685,823585.45,86.152905,0
0.0011,69984.184,823585.45,84.266546,0
0.0011,92252.36,823585.45,82.145985,0
0.0011,92857.993,823585.45,79.177197,0
0.0011,56187.43,823585.45,89.773763,0
0.0011,72755.658,823585.45,82.80595,0
0.0011,60472.6,823585.45,84.322198,0
0.0011,77114.014,823585.45,84.443455,0
0.0011,64214.374,823585.45,84.273453,0
0.0011,59189.497,823585.45,84.89972,0
0.0011,88567.279,823585.45,81.49351,0
0.0011,82877.695,823585.45,82.395738,0
0.0011,67261.512,823585.45,82.867159,0
0.0011,71240.189,823585.45,81.876843,0
0.0011,78800.301,823585.45,81.50668,0
0.0011,81297.808,823585.45,81.902534,0
0.0011,58361.877,823585.45,85.280172,0
0.0011,56323.714,823585.45,85.700741,0
0.0011,60721.36,823585.45,86.8139,0
0.0011,79504.453,823585.45,84.491618,0
0.0011,83346.606,823585.45,83.443311,0
0.0011,71635.728,823585.45,83.687365,0
0.0011,69002.916,823585.45,81.718954,0
0.0011,83973.08,823585.45,83.096268,0
0.0011,74398.36,823585.45,83.43741,0
0.0011,75446.236,823585.45,80.397418,0
0.0011,87527.316,823585.45,81.539599,0
0.0011,77561.348,823585.45,82.10554,0
0.0011,85198.04,823585.45,84.816994,0
0.0011,77734.24,823585.45,82.511717,0
0.0011,70074.408,823585.45,82.956244,0
0.0011,89122.144,823585.45,84.302104,0
0.0011,74086.317,823585.45,86.660522,0
0.0011,83868.454,823585.45,80.364088,0
0.0011,58000.117,823585.45,87.335576,0
0.0011,77408.391,823585.45,83.976493,0
0.0011,82325.742,823585.45,81.608256,0
0.0011,53968.111,823585.45,86.97678,0
0.0011,94205.919,823585.45,80.860273,0
0.0011,92232.572,823585.45,79.448756,0
0.00115,70509.901,787777.39,88.01749,0
0.00115,78711,787777.39,84.569571,0
0.00115,55810.564,787777.39,86.301078,0
0.00115,78914.07,787777.39,81.466358,0
0.00115,91811.16,787777.39,80.107353,0
0.00115,96673.348,787777.39,79.355799,0
0.00115,95115.689,787777.39,75.620947,0
0.00115,85327.668,787777.39,83.076277,0
0.00115,78434.322,787777.39,80.448687,0
0.00115,74825.747,787777.39,84.125964,0
0.00115,61935.043,787777.39,85.813196,0
0.00115,77938.362,787777.39,80.834154,0
0.00115,84071.751,787777.39,80.965437,0
0.00115,68924.067,787777.39,80.020585,0
0.00115,73660.056,787777.39,81.338616,0
0.00115,70631.023,787777.39,83.828685,0
0.00115,85505.162,787777.39,79.529585,0
0.00115,73486.412,787777.39,84.523243,0
0.00115,80517.011,787777.39,82.378023,0
0.00115,77974.86,787777.39,83.413895,0
0.00115,91627.891,787777.39,78.556433,0
0.00115,84806.055,787777.39,80.708284,0
0.00115,75996.978,787777.39,81.26229,0
0.00115,80995.314,787777.39,81.171839,0
0.00115,85965.483,787777.39,80.4233,0
0.00115,81000.067,787777.39,90.043144,0
0.00115,63037.473,787777.39,85.916852,0
0.00115,86002.635,787777.39,82.377908,0
0.00115,94550.397,787777.39,77.114557,0
0.00115,71934.936,787777.39,83.952497,0
0.00115,99899.174,787777.39,74.905531,0
0.00115,62527.549,787777.39,83.522224,0
0.00115,104400.14,787777.39,81.261598,0
0.00115,73548.748,787777.39,81.609127,0
0.00115,100206.06,787777.39,78.670224,0
0.00115,85436.584,787777.39,77.731778,0
0.00115,58939.81,787777.39,87.608955,0
0.00115,68091.749,787777.39,83.148527,0
0.00115,72972.176,787777.39,83.911516,0
0.00115,92200.556,787777.39,82.603333,0
0.00115,68176.297,787777.39,89.162124,0
0.00115,82863.962,787777.39,80.106545,0
0.00115,72246.973,787777.39,85.569374,0
0.00115,85469.876,787777.39,82.508894,0
0.00115,109887.01,787777.39,78.230671,0
0.00115,79871.21,787777.39,80.68378,0
0.00115,68740.313,787777.39,84.721259,0
0.00115,90375.925,787777.39,80.506531,0
0.00115,97791.045,787777.39,77.985528,0
0.00115,69638.052,787777.39,87.346431,0
0.00115,91889.078,787777.39,77.54634,0
0.00115,80357.667,787777.39,88.109491,0
0.00115,88357.686,787777.39,77.445696,0
0.00115,72943.325,787777.39,85.553563,0
0.00115,86836.043,787777.39,80.625385,0
0.00115,82672.704,787777.39,82.105996,0
0.00115,84326.856,787777.39,79.510203,0
0.00115,64706.426,787777.39,88.158609,0
0.00115,74919.057,787777.39,85.156998,0
0.00115,78152.673,787777.39,85.53691,0
0.00115,90228.304,787777.39,83.606851,0
0.00115,80287.901,787777.39,82.502289,0
0.00115,97959.623,787777.39,81.557897,0
0.00115,100039.32,787777.39,79.051092,0
0.00115,58953.219,787777.39,86.197024,0
0.00115,77702.063,787777.39,79.970551,0
0.00115,78730.297,787777.39,82.653065,0
0.00115,72321.052,787777.39,81.113913,0
0.00115,66711.87,787777.39,83.367658,0
0.00115,55284.323,787777.39,86.387415,0
0.00115,94005.342,787777.39,78.442824,0
0.00115,70911.271,787777.39,82.227191,0
0.00115,61451.228,787777.39,84.305825,0
0.00115,70079.767,787777.39,81.557373,0
0.00115,83671.588,787777.39,81.82997,0
0.00115,79694.595,787777.39,81.834648,0
0.00115,68969.367,787777.39,82.860974,0
0.00115,67508.879,787777.39,83.623287,0
0.00115,78065.279,787777.39,80.775059,0
0.00115,88289.335,787777.39,83.670157,0
0.00115,86248.827,787777.39,82.729607,0
0.00115,67850.3,787777.39,81.651643,0
0.00115,75713.259,787777.39,82.066756,0
0.00115,87310.588,787777.39,81.137042,0
0.00115,86129.498,787777.39,81.730989,0
0.00115,100697.32,787777.39,78.235067,0
0.00115,84582.773,787777.39,80.652374,0
0.00115,78201.829,787777.39,84.287465,0
0.00115,73499.81,787777.39,85.228798,0
0.00115,75045.062,787777.39,83.343182,0
0.00115,76246.346,787777.39,81.184687,0
0.00115,89765.781,787777.39,83.189161,0
0.00115,82106.062,787777.39,85.292019,0
0.00115,70076.627,787777.39,83.041239,0
0.00115,67421.144,787777.39,86.179708,0
0.00115,76593.335,787777.39,84.045637,0
0.00115,70693.631,787777.39,84.938007,0
0.00115,72096.293,787777.39,83.204288,0
0.00115,97922.511,787777.39,79.05286,0
0.00115,91030.542,787777.39,82.092766,0
0.0012,62408.163,754953.33,86.853734,0
0.0012,97829.84,754953.33,81.15369,0
0.0012,66219.512,754953.33,84.459707,0
0.0012,97256.13,754953.33,77.362385,0
0.0012,95962.806,754953.33,80.878105,0
0.0012,96136.308,754953.33,79.894303,0
0.0012,85963.648,754953.33,75.144217,0
0.0012,70545.752,754953.33,83.231212,0
0.0012,105996.38,754953.33,78.27814,0
0.0012,67226.594,754953.33,83.548846,0
0.0012,70298.181,754953.33,81.83389,0
0.0012,91863.207,754953.33,81.178685,0
0.0012,97210.368,754953.33,80.031188,0
0.0012,74631.561,754953.33,79.244062,0
0.0012,78118.058,754953.33,80.51372,0
0.0012,87949.52,754953.33,82.640163,0
0.0012,73217.335,754953.33,79.234098,0
0.0012,76881.621,754953.33,81.481722,0
0.0012,76690.063,754953.33,81.060381,0
0.0012,73466.504,754953.33,83.588882,0
0.0012,100321.87,754953.33,78.750514,0
0.0012,90404.022,754953.33,82.373086,0
0.0012,82667.569,754953.33,78.658744,0
0.0012,71400.649,754953.33,83.528779,0
0.0012,90883.267,754953.33,77.996688,0
0.0012,87201.557,754953.33,88.441482,0
0.0012,76894.81,754953.33,83.234251,0
0.0012,89880.424,754953.33,82.025043,0
0.0012,117894.63,754953.33,76.97224,0
0.0012,73383.977,754953.33,85.256771,0
0.0012,117268.22,754953.33,73.208289,0
0.0012,72365.924,754953.33,84.443562,0
0.0012,98375.07,754953.33,80.028729,0
0.0012,70487.851,754953.33,80.891095,0
0.0012,104448.61,754953.33,77.247319,0
0.0012,100802.72,754953.33,76.83177,0
0.0012,73172.277,754953.33,87.522997,0
0.0012,71014.397,754953.33,80.70669,0
0.0012,76484.328,754953.33,82.767185,0
0.0012,79146.309,754953.33,81.094815,0
0.0012,80511.73,754953.33,84.649005,0
0.0012,65351.602,754953.33,82.864101,0
0.0012,91706.927,754953.33,80.6501,0
0.0012,96156.305,754953.33,77.940603,0
0.0012,105956.11,754953.33,75.372119,0
0.0012,90797.778,754953.33,80.037901,0
0.0012,63406.211,754953.33,84.456821,0
0.0012,108794.33,754953.33,77.743618,0
0.0012,108208.97,754953.33,75.820414,0
0.0012,82629.475,754953.33,86.233439,0
0.0012,97381.768,754953.33,80.10517,0
0.0012,67678.022,754953.33,87.369006,0
0.0012,95642.579,754953.33,78.165517,0
0.0012,89686.819,754953.33,82.134675,0
0.0012,85946.538,754953.33,79.928579,0
0.0012,90929.873,754953.33,80.529971,0
0.0012,94673.096,754953.33,77.647193,0
0.0012,71339.843,754953.33,85.366581,0
0.0012,60512.347,754953.33,86.924643,0
0.0012,85677.668,754953.33,80.347326,0
0.0012,82602.78,754953.33,83.435607,0
0.0012,75060.178,754953.33,83.046082,0
0.0012,94717.864,754953.33,79.045555,0
0.0012,98839.406,754953.33,77.143952,0
0.0012,67693.648,754953.33,85.00488,0
0.0012,93212.978,754953.33,80.802991,0
0.0012,75241.828,754953.33,82.51057,0
0.0012,88654.486,754953.33,80.615402,0
0.0012,71173.088,754953.33,83.483341,0
0.0012,74269.552,754953.33,85.418118,0
0.0012,109561.56,754953.33,76.797281,0
0.0012,79040.586,754953.33,79.738601,0
0.0012,71060.743,754953.33,81.650639,0
0.0012,81223.796,754953.33,80.831181,0
0.0012,91543.853,754953.33,79.015469,0
0.0012,79550.24,754953.33,82.255414,0
0.0012,73055.609,754953.33,82.176185,0
0.0012,75006.541,754953.33,83.281256,0
0.0012,82301.87,754953.33,77.730383,0
0.0012,89074.3,754953.33,83.307938,0
0.0012,93695.223,754953.33,81.443979,0
0.0012,83112.264,754953.33,82.053024,0
0.0012,72475.431,754953.33,78.138222,0
0.0012,96047.706,754953.33,82.635122,0
0.0012,98399.248,754953.33,78.950534,0
0.0012,81016.333,754953.33,79.47071,0
0.0012,95039.535,754953.33,79.370241,0
0.0012,80296.437,754953.33,80.958746,0
0.0012,80980.337,754953.33,84.40592,0
0.0012,88516.907,754953.33,79.666854,0
0.0012,82863.842,754953.33,80.214754,0
0.0012,81570.898,754953.33,82.55706,0
0.0012,88496.907,754953.33,82.299662,0
0.0012,82013.566,754953.33,80.100478,0
0.0012,61098.677,754953.33,84.925374,0
0.0012,74759.002,754953.33,84.335672,0
0.0012,77466.83,754953.33,81.826277,0
0.0012,78653.974,754953.33,82.0499,0
0.0012,112487.83,754953.33,76.506395,0
0.0012,87202.239,754953.33,82.740375,0
0.00125,79693.778,724755.2,82.710642,0
0.00125,83744.057,724755.2,82.433705,0
0.00125,79404.319,724755.2,80.640503,0
0.00125,91399.798,724755.2,77.700635,0
0.00125,120996.97,724755.2,76.96638,0
0.00125,115700.1,724755.2,76.734296,0
0.00125,85376.218,724755.2,76.474334,0
0.00125,85053.244,724755.2,82.018138,0
0.00125,94503.17,724755.2,77.739499,0
0.00125,70354.922,724755.2,83.686953,0
0.00125,72575.108,724755.2,80.152246,0
0.00125,90322.467,724755.2,81.264501,0
0.00125,98157.194,724755.2,79.352442,0
0.00125,76387.815,724755.2,79.470082,0
0.00125,85101.736,724755.2,79.866582,0
0.00125,71802.265,724755.2,79.414314,0
0.00125,84321.539,724755.2,80.015724,0
0.00125,76022.437,724755.2,80.656751,0
0.00125,75628.218,724755.2,81.495133,0
0.00125,92788.109,724755.2,80.171828,0
0.00125,100523.65,724755.2,77.447497,0
0.00125,81175.268,724755.2,79.550532,0
0.00125,83067.38,724755.2,79.654653,0
0.00125,77126.776,724755.2,80.36268,0
0.00125,105487.46,724755.2,75.90656,0
0.00125,90304.003,724755.2,86.266373,0
0.00125,90991.318,724755.2,81.040505,0
0.00125,103513.29,724755.2,79.122632,0
0.00125,93490.851,724755.2,78.658878,0
0.00125,89284.89,724755.2,81.799346,0
0.00125,116532.72,724755.2,72.023264,0
0.00125,84194.424,724755.2,78.03356,0
0.00125,98885.275,724755.2,77.299623,0
0.00125,82287.482,724755.2,79.332984,0
0.00125,108717.09,724755.2,75.774769,0
0.00125,97103.297,724755.2,75.16679,0
0.00125,83285.692,724755.2,83.72942,0
0.00125,89342.554,724755.2,78.960307,0
0.00125,81603.473,724755.2,81.355485,0
0.00125,87363.236,724755.2,77.45911,0
0.00125,93729.854,724755.2,82.945223,0
0.00125,85346.515,724755.2,78.04644,0
0.00125,87997.525,724755.2,81.326698,0
0.00125,90580.42,724755.2,77.346518,0
0.00125,103180.46,724755.2,74.839601,0
0.00125,94159.654,724755.2,79.469844,0
0.00125,67189.418,724755.2,84.437056,0
