node,scale,throughput,load,collision,lost
7,0.00095,230691.78,953625.26,97.959184,0
8,0.00095,48081.959,953625.26,98.591549,0
9,0.00095,0,953625.26,47.619048,0
0,0.00095,50029.536,953625.26,95.652174,0
1,0.00095,297.68411,953625.26,75,0
2,0.00095,126906.46,953625.26,100,0
3,0.00095,118441.06,953625.26,100,0
4,0.00095,0,953625.26,100,0
5,0.00095,0,953625.26,69.565217,0
6,0.00095,50848.167,953625.26,100,0
7,0.00095,195401.71,953625.26,97.959184,0
