node,scale,throughput,load,collision,lost
0,0.0019,120613.43,476812.63,53.246753,0
1,0.0019,171063.56,476812.63,19.444444,0
2,0.0019,176704.21,476812.63,93.989071,0
3,0.0019,175280.89,476812.63,69.879518,0
4,0.0019,67740.35,476812.63,75.789474,0
5,0.0019,11098.529,476812.63,38.461538,0
6,0.0019,238119.94,476812.63,83.333333,0
7,0.0019,273326.21,476812.63,80,0
8,0.0019,171943.52,476812.63,89.6,0
9,0.0019,9282.0036,476812.63,28,0
0,0.0019,37592.933,476812.63,65.384615,0
1,0.0019,1126.5718,476812.63,31.428571,0
2,0.0019,150225.31,476812.63,99.378882,0
3,0.0019,176929.38,476812.63,92.708333,0
4,0.0019,54846.764,476812.63,76.470588,0
5,0.0019,-473.67223,476812.63,20,0
6,0.0019,145158.14,476812.63,80.21978,0
7,0.0019,309839.25,476812.63,82.278481,0
8,0.0019,147482.76,476812.63,90.566038,0
9,0.0019,69232.958,476812.63,21.73913,0
0,0.0019,46211.562,476812.63,62.666667,0
1,0.0019,45940.867,476812.63,36.363636,0
2,0.0019,209824.34,476812.63,100,0
3,0.0019,181394.88,476812.63,81.481481,0
4,0.0019,84953.221,476812.63,77.21519,0
5,0.0019,-438.26865,476812.63,29.72973,0
6,0.0019,122818.34,476812.63,76.25,0
7,0.0019,247479.99,476812.63,87.5,0
8,0.0019,137570.52,476812.63,95.348837,0
9,0.0019,93248.1,476812.63,9.0909091,0
0,0.0019,90779.559,476812.63,64.705882,0
1,0.0019,108570.23,476812.63,21.153846,0
2,0.0019,188707.66,476812.63,96.202532,0
3,0.0019,296494.38,476812.63,81.333333,0
4,0.0019,66797.781,476812.63,76,0
5,0.0019,11786.86,476812.63,41.025641,0
6,0.0019,154781.14,476812.63,87.640449,0
7,0.0019,269388.62,476812.63,81.818182,0
8,0.0019,98317.486,476812.63,92.561983,0
9,0.0019,120290.19,476812.63,26.666667,0
0,0.0019,78641.627,476812.63,48.275862,0
1,0.0019,60920.239,476812.63,25.531915,0
2,0.0019,258187.64,476812.63,95.597484,0
3,0.0019,225378.63,476812.63,78.947368,0
4,0.0019,121946.61,476812.63,78.125,0
5,0.0019,29996.487,476812.63,19.148936,0
6,0.0019,183375.17,476812.63,80.45977,0
7,0.0019,215276.46,476812.63,77.380952,0
8,0.0019,153955.9,476812.63,80.314961,0
9,0.0019,60238.755,476812.63,17.073171,0
0,0.0019,94225.582,476812.63,64.285714,0
1,0.0019,132135.3,476812.63,21.052632,0
2,0.0019,159862.36,476812.63,96.753247,0
3,0.0019,250710.9,476812.63,91.025641,0
4,0.0019,80533.3,476812.63,89.855072,0
5,0.0019,13184.069,476812.63,40.625,0
6,0.0019,150861.84,476812.63,85.245902,0
7,0.0019,182168.48,476812.63,80.681818,0
8,0.0019,130611.48,476812.63,92.241379,0
9,0.0019,159740.83,476812.63,32.258065,0
0,0.0019,58028.844,476812.63,56.976744,0
1,0.0019,192860.49,476812.63,14.285714,0
2,0.0019,214779.76,476812.63,98.882682,0
3,0.0019,197413.36,476812.63,75,0
4,0.0019,93811.012,476812.63,71.264368,0
5,0.0019,10241.866,476812.63,34.042553,0
6,0.0019,172060.55,476812.63,67.123288,0
7,0.0019,207652.43,476812.63,68.292683,0
8,0.0019,130377.02,476812.63,90.076336,0
9,0.0019,212325.63,476812.63,12.5,0
0,0.0019,53275.09,476812.63,58.571429,0
1,0.0019,214074.97,476812.63,56.756757,0
2,0.0019,128401.42,476812.63,98.802395,0
3,0.0019,143640.81,476812.63,82.291667,0
4,0.0019,83735.403,476812.63,64.912281,0
5,0.0019,-13378.763,476812.63,33.333333,0
6,0.0019,160541.46,476812.63,84.090909,0
7,0.0019,343868.17,476812.63,90.666667,0
8,0.0019,190132.99,476812.63,88.043478,0
9,0.0019,26565.557,476812.63,22.727273,0
0,0.0019,88557.846,476812.63,58.333333,0
1,0.0019,150348.86,476812.63,28.125,0
2,0.0019,216676.98,476812.63,97.777778,0
3,0.0019,159245.49,476812.63,72.727273,0
4,0.0019,74650.576,476812.63,88.888889,0
5,0.0019,-248.60835,476812.63,33.333333,0
6,0.0019,153107.23,476812.63,79.72973,0
7,0.0019,206809.59,476812.63,86.407767,0
8,0.0019,122741.49,476812.63,86.956522,0
9,0.0019,86314.452,476812.63,29.411765,0
0,0.0019,34687.84,476812.63,60.759494,0
1,0.0019,70436.376,476812.63,34.883721,0
2,0.0019,297749.14,476812.63,98.58156,0
3,0.0019,187793.19,476812.63,74.324324,0
4,0.0019,55967.097,476812.63,88.172043,0
5,0.0019,0,476812.63,18.181818,0
6,0.0019,174165.55,476812.63,85.333333,0
7,0.0019,236612.11,476812.63,82.142857,0
8,0.0019,156520.16,476812.63,93.442623,0
9,0.0019,41828.324,476812.63,24.242424,0
0,0.0019,99263.999,476812.63,62.105263,0
1,0.0019,112934.94,476812.63,16.129032,0
2,0.0019,231632.63,476812.63,97.395833,0
3,0.0019,177553.83,476812.63,89.130435,0
4,0.0019,116093.85,476812.63,67.948718,0
5,0.0019,-11039.035,476812.63,30.952381,0
6,0.0019,96681.988,476812.63,71.428571,0
7,0.0019,205591.11,476812.63,81.521739,0
8,0.0019,207790.25,476812.63,87.610619,0
9,0.0019,168666.47,476812.63,36.842105,0
0,0.0019,113244.2,476812.63,77.333333,0
1,0.0019,136985.22,476812.63,16.666667,0
2,0.0019,171243.26,476812.63,95.625,0
3,0.0019,219352.32,476812.63,78.313253,0
4,0.0019,56221.303,476812.63,71.25,0
5,0.0019,1227.4436,476812.63,33.333333,0
6,0.0019,220786.43,476812.63,78.823529,0
7,0.0019,306923.54,476812.63,82.653061,0
8,0.0019,152610.77,476812.63,87.610619,0
9,0.0019,34205.598,476812.63,28.846154,0
0,0.0019,57715.085,476812.63,63.541667,0
1,0.0019,34835.279,476812.63,24.137931,0
2,0.0019,170339.15,476812.63,99.470899,0
3,0.0019,144972.48,476812.63,86,0
4,0.0019,109051.79,476812.63,83.561644,0
5,0.0019,-11607.503,476812.63,37.837838,0
6,0.0019,132783.96,476812.63,66.216216,0
7,0.0019,257695.51,476812.63,85.185185,0
8,0.0019,247650.85,476812.63,90.163934,0
9,0.0019,80831.128,476812.63,23.076923,0
0,0.0019,57999.525,476812.63,48.387097,0
1,0.0019,115167.59,476812.63,32.142857,0
2,0.0019,170090.01,476812.63,100,0
3,0.0019,169390.02,476812.63,82.191781,0
4,0.0019,54897.547,476812.63,84.507042,0
5,0.0019,241.62027,476812.63,60.714286,0
6,0.0019,125464.88,476812.63,84.883721,0
7,0.0019,266819.84,476812.63,89.130435,0
8,0.0019,152740.33,476812.63,82.222222,0
9,0.0019,26052.35,476812.63,39.534884,0
0,0.0019,76700.384,476812.63,77.272727,0
1,0.0019,106210.18,476812.63,34.615385,0
2,0.0019,250690.34,476812.63,98.039216,0
3,0.0019,106471.98,476812.63,83.146067,0
4,0.0019,56556.439,476812.63,89.411765,0
5,0.0019,0,476812.63,29.545455,0
6,0.0019,182593.45,476812.63,80.555556,0
7,0.0019,290507.18,476812.63,81.707317,0
8,0.0019,162475.72,476812.63,93.75,0
9,0.0019,26401.363,476812.63,26.190476,0
0,0.0019,76687.059,476812.63,64.285714,0
1,0.0019,95157.934,476812.63,18.604651,0
2,0.0019,188797.51,476812.63,98.305085,0
3,0.0019,206338.72,476812.63,79.120879,0
4,0.0019,84389.571,476812.63,77.5,0
5,0.0019,-163.20116,476812.63,22.222222,0
6,0.0019,208422.45,476812.63,79.310345,0
7,0.0019,300852.6,476812.63,87.368421,0
8,0.0019,164125.97,476812.63,93.023256,0
9,0.0019,-874.29193,476812.63,28.846154,0
0,0.0019,49886,476812.63,71.764706,0
1,0.0019,105615.12,476812.63,16.129032,0
2,0.0019,172710.87,476812.63,98.907104,0
3,0.0019,158212.84,476812.63,68.604651,0
4,0.0019,119954.96,476812.63,74.666667,0
5,0.0019,23127.115,476812.63,32.352941,0
6,0.0019,140199.26,476812.63,72.857143,0
7,0.0019,210122.95,476812.63,83.870968,0
8,0.0019,227773.17,476812.63,94.262295,0
9,0.0019,106260.76,476812.63,23.529412,0
0,0.0019,70208.416,476812.63,79.487179,0
1,0.0019,48157.178,476812.63,30.232558,0
2,0.0019,225875.92,476812.63,100,0
3,0.0019,192045.13,476812.63,79.72973,0
4,0.0019,97626.568,476812.63,87.671233,0
5,0.0019,-350.82281,476812.63,40,0
6,0.0019,107486.71,476812.63,83.333333,0
7,0.0019,204354.29,476812.63,84.375,0
8,0.0019,92872.094,476812.63,97.037037,0
9,0.0019,110266.31,476812.63,13.793103,0
0,0.0019,52018.291,476812.63,56.626506,0
1,0.0019,58027.555,476812.63,24.444444,0
2,0.0019,265777.65,476812.63,97.5,0
3,0.0019,215246.44,476812.63,83.544304,0
4,0.0019,72922.449,476812.63,73.493976,0
5,0.0019,141.09264,476812.63,33.333333,0
6,0.0019,143305.23,476812.63,78.873239,0
7,0.0019,206081.84,476812.63,76.190476,0
8,0.0019,142939.67,476812.63,93.846154,0
9,0.0019,92595.252,476812.63,34.285714,0
0,0.0019,120306.56,476812.63,57.8125,0
1,0.0019,144006.63,476812.63,21.052632,0
2,0.0019,188780.43,476812.63,96.774194,0
3,0.0019,210810.4,476812.63,80.555556,0
4,0.0019,96583.252,476812.63,75.949367,0
5,0.0019,265.62137,476812.63,24.242424,0
6,0.0019,235762.21,476812.63,83.333333,0
7,0.0019,247552.48,476812.63,81.052632,0
8,0.0019,111203.86,476812.63,90.517241,0
9,0.0019,71425.587,476812.63,20,0
0,0.0019,73614.803,476812.63,62.5,0
1,0.0019,24437.287,476812.63,23.529412,0
2,0.0019,167836.37,476812.63,98.802395,0
3,0.0019,227525.96,476812.63,86.315789,0
4,0.0019,70231.956,476812.63,73.529412,0
5,0.0019,296.20954,476812.63,21.875,0
6,0.0019,155338.34,476812.63,87.234043,0
7,0.0019,264131.4,476812.63,80.769231,0
8,0.0019,211501.09,476812.63,84.466019,0
9,0.0019,61180.735,476812.63,26.829268,0
0,0.0019,48084.25,476812.63,75.714286,0
1,0.0019,128623.39,476812.63,28.571429,0
2,0.0019,263544.26,476812.63,100,0
3,0.0019,160123.98,476812.63,85.294118,0
4,0.0019,104044.75,476812.63,89.189189,0
5,0.0019,0,476812.63,32.5,0
6,0.0019,55401.993,476812.63,95.061728,0
7,0.0019,247101.33,476812.63,93.75,0
8,0.0019,143247.15,476812.63,95.238095,0
9,0.0019,-932.30849,476812.63,28.205128,0
0,0.0019,120742.96,476812.63,60.25641,0
1,0.0019,136729.37,476812.63,33.333333,0
2,0.0019,212698.19,476812.63,96,0
3,0.0019,205764.75,476812.63,78.021978,0
4,0.0019,71358.144,476812.63,70.37037,0
5,0.0019,31426.966,476812.63,33.333333,0
6,0.0019,171701.45,476812.63,79.047619,0
7,0.0019,317933.82,476812.63,71.590909,0
8,0.0019,134920.2,476812.63,84.251969,0
9,0.0019,61773.848,476812.63,31.034483,0
0,0.0019,52169.582,476812.63,41.176471,0
1,0.0019,134024.65,476812.63,24.444444,0
2,0.0019,153664.53,476812.63,96.428571,0
3,0.0019,212311.66,476812.63,73.417722,0
4,0.0019,110283.07,476812.63,68.75,0
5,0.0019,10752.401,476812.63,36.363636,0
6,0.0019,159687.91,476812.63,75.308642,0
7,0.0019,207875.02,476812.63,82.692308,0
8,0.0019,144512.12,476812.63,95.121951,0
9,0.0019,92400.252,476812.63,24.324324,0
0,0.0019,82008.807,476812.63,66.666667,0
1,0.0019,106112.49,476812.63,46.153846,0
2,0.0019,209630.98,476812.63,97.590361,0
3,0.0019,107389.65,476812.63,72.839506,0
4,0.0019,91587.505,476812.63,76.388889,0
5,0.0019,-72.155916,476812.63,33.333333,0
6,0.0019,130685.19,476812.63,88.043478,0
7,0.0019,217322.8,476812.63,86.046512,0
8,0.0019,199581.66,476812.63,88.043478,0
9,0.0019,104799.25,476812.63,32.5,0
0,0.0019,42316.542,476812.63,58.571429,0
1,0.0019,64472.743,476812.63,26.315789,0
2,0.0019,166088.65,476812.63,100,0
3,0.0019,204402.66,476812.63,79.72973,0
4,0.0019,42482.264,476812.63,76.923077,0
5,0.0019,-12983.894,476812.63,34.375,0
6,0.0019,251813.33,476812.63,80.327869,0
7,0.0019,235122.32,476812.63,79.518072,0
8,0.0019,181140.45,476812.63,95.238095,0
9,0.0019,38749.934,476812.63,19.354839,0
0,0.0019,107696.04,476812.63,57.894737,0
1,0.0019,11685.776,476812.63,35,0
2,0.0019,197947.24,476812.63,95.731707,0
3,0.0019,155836.22,476812.63,81.111111,0
4,0.0019,44830.66,476812.63,62.686567,0
5,0.0019,-11226.293,476812.63,27.272727,0
6,0.0019,177149.41,476812.63,85.869565,0
7,0.0019,279210.57,476812.63,77.906977,0
8,0.0019,188542.66,476812.63,89.74359,0
9,0.0019,44495.362,476812.63,33.928571,0
0,0.0019,109832.17,476812.63,61.842105,0
1,0.0019,115428.57,476812.63,29.032258,0
2,0.0019,225802.95,476812.63,100,0
3,0.0019,147282.09,476812.63,84.146341,0
4,0.0019,68599.528,476812.63,84.810127,0
5,0.0019,22981.714,476812.63,21.621622,0
6,0.0019,119886.67,476812.63,79.452055,0
7,0.0019,252554.7,476812.63,90.625,0
8,0.0019,123244.16,476812.63,86.842105,0
9,0.0019,103747.47,476812.63,26.829268,0
0,0.0019,48629.106,476812.63,55.813953,0
1,0.0019,43268.393,476812.63,11.363636,0
2,0.0019,206299.23,476812.63,100,0
3,0.0019,243782.36,476812.63,76.712329,0
4,0.0019,119176.44,476812.63,88.095238,0
5,0.0019,-239.18404,476812.63,35,0
6,0.0019,97700.702,476812.63,72.368421,0
7,0.0019,235345.14,476812.63,86.206897,0
8,0.0019,193018.87,476812.63,93.129771,0
9,0.0019,129745.38,476812.63,16.666667,0
0,0.0019,87431.525,476812.63,67.948718,0
1,0.0019,48033.225,476812.63,34.285714,0
2,0.0019,239366.07,476812.63,99.431818,0
3,0.0019,153487.2,476812.63,85.897436,0
4,0.0019,71873.342,476812.63,83.333333,0
5,0.0019,11215.745,476812.63,34.146341,0
6,0.0019,93285.824,476812.63,81.428571,0
7,0.0019,239353.58,476812.63,82.8125,0
8,0.0019,116983.86,476812.63,88.333333,0
9,0.0019,120735.76,476812.63,21.621622,0
0,0.0019,73722.338,476812.63,42.105263,0
1,0.0019,138067,476812.63,28,0
2,0.0019,118650.42,476812.63,96.319018,0
3,0.0019,279174.86,476812.63,84.883721,0
4,0.0019,116863.14,476812.63,71.875,0
5,0.0019,20725.885,476812.63,30.434783,0
6,0.0019,194717.17,476812.63,85.416667,0
7,0.0019,244279.84,476812.63,75.257732,0
8,0.0019,126951.42,476812.63,86.915888,0
9,0.0019,96063.95,476812.63,27.659574,0
0,0.0019,107279.62,476812.63,52.307692,0
1,0.0019,208451.83,476812.63,27.777778,0
2,0.0019,278237.98,476812.63,97.972973,0
3,0.0019,97227.135,476812.63,71.929825,0
4,0.0019,92194.114,476812.63,86.419753,0
5,0.0019,23833.138,476812.63,32.55814,0
6,0.0019,101541.64,476812.63,88,0
7,0.0019,288902.23,476812.63,89.534884,0
8,0.0019,108080.61,476812.63,78.651685,0
9,0.0019,73736.311,476812.63,24.489796,0
0,0.0019,69040.226,476812.63,50,0
1,0.0019,216519.08,476812.63,38.235294,0
2,0.0019,319294.47,476812.63,97.037037,0
3,0.0019,161192.7,476812.63,72.289157,0
4,0.0019,100860.13,476812.63,77.777778,0
5,0.0019,0,476812.63,15.909091,0
6,0.0019,85572.9,476812.63,78.04878,0
7,0.0019,299698.77,476812.63,91.764706,0
8,0.0019,148585.14,476812.63,89.380531,0
9,0.0019,61790.827,476812.63,28.26087,0
0,0.0019,49307.426,476812.63,52.564103,0
1,0.0019,114999.72,476812.63,14.893617,0
2,0.0019,224513.3,476812.63,96.428571,0
3,0.0019,253965.39,476812.63,77.5,0
4,0.0019,68218.362,476812.63,80,0
5,0.0019,-184.5532,476812.63,30.434783,0
6,0.0019,146852.44,476812.63,74.390244,0
7,0.0019,260767.91,476812.63,77.884615,0
8,0.0019,143041.55,476812.63,91.472868,0
9,0.0019,93845.304,476812.63,31.914894,0
0,0.0019,90733.516,476812.63,55.696203,0
1,0.0019,155649.48,476812.63,38.461538,0
2,0.0019,239689.61,476812.63,98.857143,0
3,0.0019,152921.75,476812.63,73.255814,0
4,0.0019,67231.532,476812.63,77.647059,0
5,0.0019,-57.24512,476812.63,20,0
6,0.0019,150254.13,476812.63,83.529412,0
7,0.0019,257448.48,476812.63,79.166667,0
8,0.0019,152095.2,476812.63,85.6,0
9,0.0019,157034.81,476812.63,22.222222,0
0,0.0019,122035.83,476812.63,58.333333,0
1,0.0019,139729.28,476812.63,19.047619,0
2,0.0019,186039.73,476812.63,95,0
3,0.0019,247429.8,476812.63,71.232877,0
4,0.0019,84715.357,476812.63,87.951807,0
5,0.0019,11204.465,476812.63,31.578947,0
6,0.0019,191151.37,476812.63,85.057471,0
7,0.0019,235236.14,476812.63,81.72043,0
8,0.0019,133927.14,476812.63,91.2,0
9,0.0019,93720.546,476812.63,26.829268,0
0,0.0019,62103.98,476812.63,62.162162,0
1,0.0019,64448.814,476812.63,23.684211,0
2,0.0019,171171.96,476812.63,98.816568,0
3,0.0019,207656.03,476812.63,82.666667,0
4,0.0019,54958.162,476812.63,81.538462,0
5,0.0019,0,476812.63,39.393939,0
6,0.0019,156421.59,476812.63,84.931507,0
7,0.0019,305137.2,476812.63,89.473684,0
8,0.0019,150458.77,476812.63,96.8,0
9,0.0019,25566.946,476812.63,24.390244,0
0,0.0019,72899.547,476812.63,60,0
1,0.0019,80961.117,476812.63,26,0
2,0.0019,173861.38,476812.63,98.314607,0
3,0.0019,229231.05,476812.63,84.269663,0
4,0.0019,98059.223,476812.63,79.207921,0
5,0.0019,9983.6445,476812.63,32.432432,0
6,0.0019,272619.79,476812.63,80.722892,0
7,0.0019,159161.69,476812.63,70.707071,0
8,0.0019,117399.44,476812.63,90.441176,0
9,0.0019,40324.564,476812.63,36.363636,0
0,0.0019,84436.066,476812.63,51.388889,0
1,0.0019,136789.81,476812.63,20.833333,0
2,0.0019,202416.25,476812.63,97.191011,0
3,0.0019,237747.75,476812.63,74.025974,0
4,0.0019,84441.893,476812.63,73.076923,0
5,0.0019,10092.006,476812.63,21.052632,0
6,0.0019,168446.78,476812.63,73.195876,0
7,0.0019,305842.57,476812.63,75.903614,0
8,0.0019,144468.23,476812.63,90.37037,0
9,0.0019,73685.632,476812.63,24.489796,0
0,0.0019,78935.002,476812.63,67.948718,0
1,0.0019,76525.487,476812.63,15,0
2,0.0019,189624.95,476812.63,98.816568,0
3,0.0019,216256.27,476812.63,77.777778,0
4,0.0019,51827.2,476812.63,76.388889,0
5,0.0019,-10856.39,476812.63,15.625,0
6,0.0019,183463.94,476812.63,81.176471,0
7,0.0019,295022.4,476812.63,75.280899,0
8,0.0019,193266.53,476812.63,91.666667,0
9,0.0019,66043.039,476812.63,25.531915,0
0,0.0019,69166.255,476812.63,59.210526,0
1,0.0019,66421.586,476812.63,20.512821,0
2,0.0019,214169.62,476812.63,96.511628,0
3,0.0019,207358.32,476812.63,80.722892,0
4,0.0019,50069.591,476812.63,79.487179,0
5,0.0019,-207.60562,476812.63,25.641026,0
6,0.0019,157468.86,476812.63,80.769231,0
7,0.0019,276835.99,476812.63,76.136364,0
8,0.0019,189387.89,476812.63,95.238095,0
9,0.0019,110971.31,476812.63,27.272727,0
0,0.0019,93819.918,476812.63,67.073171,0
1,0.0019,111751.16,476812.63,30.769231,0
2,0.0019,243485.55,476812.63,99.39759,0
3,0.0019,132863.2,476812.63,82.352941,0
4,0.0019,34098.029,476812.63,80.519481,0
5,0.0019,-12286.348,476812.63,36.585366,0
6,0.0019,169793.92,476812.63,83.544304,0
7,0.0019,307510.23,476812.63,70.769231,0
8,0.0019,135002.7,476812.63,89.814815,0
9,0.0019,36244.727,476812.63,20.454545,0
0,0.0019,76992.207,476812.63,67.088608,0
1,0.0019,98003.254,476812.63,34.782609,0
2,0.0019,209921.04,476812.63,96.341463,0
3,0.0019,194397.47,476812.63,81.395349,0
4,0.0019,62999.936,476812.63,73.863636,0
5,0.0019,-265.65692,476812.63,25,0
6,0.0019,222418.24,476812.63,74.324324,0
7,0.0019,220516.38,476812.63,84.848485,0
8,0.0019,121236.16,476812.63,90.298507,0
9,0.0019,98558.719,476812.63,22.857143,0
0,0.0019,85382.975,476812.63,68.493151,0
1,0.0019,198317.58,476812.63,31.578947,0
2,0.0019,180535.91,476812.63,97.402597,0
3,0.0019,161246.71,476812.63,80.769231,0
4,0.0019,73400.079,476812.63,87.837838,0
5,0.0019,22250.265,476812.63,30.555556,0
6,0.0019,93054.48,476812.63,86.419753,0
7,0.0019,239274.2,476812.63,83.505155,0
8,0.0019,112939.62,476812.63,94.067797,0
9,0.0019,82138.951,476812.63,24.444444,0
0,0.0019,61842.977,476812.63,53.75,0
1,0.0019,113233.54,476812.63,24.390244,0
2,0.0019,197917.4,476812.63,98.913043,0
3,0.0019,215742.14,476812.63,82.417582,0
4,0.0019,87363.673,476812.63,66.25,0
5,0.0019,-22.710297,476812.63,23.684211,0
6,0.0019,185412.54,476812.63,75,0
7,0.0019,228315.13,476812.63,76.666667,0
8,0.0019,166877.78,476812.63,88.976378,0
9,0.0019,122919.48,476812.63,23.076923,0
0,0.0019,134934.17,476812.63,55.263158,0
1,0.0019,121604.6,476812.63,13.043478,0
2,0.0019,194656.58,476812.63,97.802198,0
3,0.0019,140381.51,476812.63,83.72093,0
4,0.0019,120878.09,476812.63,71.764706,0
5,0.0019,-984.89878,476812.63,26.666667,0
6,0.0019,200527.22,476812.63,68.918919,0
7,0.0019,175810.51,476812.63,83.333333,0
8,0.0019,159398.23,476812.63,81.372549,0
9,0.0019,142591.46,476812.63,17.241379,0
0,0.0019,87810.129,476812.63,63.095238,0
1,0.0019,32207.974,476812.63,23.404255,0
2,0.0019,210715.33,476812.63,95.625,0
3,0.0019,226123.53,476812.63,68.75,0
4,0.0019,101222.02,476812.63,80.555556,0
5,0.0019,22265.143,476812.63,26.190476,0
6,0.0019,95868.193,476812.63,72.727273,0
7,0.0019,232290.75,476812.63,76.190476,0
8,0.0019,185093.67,476812.63,94.444444,0
9,0.0019,219106.49,476812.63,27.027027,0
0,0.0019,147036.93,476812.63,55.128205,0
1,0.0019,129602.26,476812.63,22.857143,0
2,0.0019,224326.98,476812.63,98.974359,0
3,0.0019,151427.08,476812.63,67.088608,0
4,0.0019,82063.37,476812.63,75.294118,0
5,0.0019,-10115.94,476812.63,19.047619,0
6,0.0019,169743.06,476812.63,80,0
7,0.0019,236544.93,476812.63,75.789474,0
8,0.0019,137489.68,476812.63,88.405797,0
9,0.0019,119322.11,476812.63,26.190476,0
0,0.00195,77573.451,464586.67,53.75,0
1,0.00195,120410.7,464586.67,23.529412,0
2,0.00195,234006.17,464586.67,97.619048,0
3,0.00195,180970.13,464586.67,79.746835,0
4,0.00195,65931.634,464586.67,87.096774,0
5,0.00195,11037.444,464586.67,34.090909,0
6,0.00195,102493.17,464586.67,75.714286,0
7,0.00195,185344.2,464586.67,82.692308,0
8,0.00195,129087.63,464586.67,85.365854,0
9,0.00195,211603.92,464586.67,39.393939,0
0,0.00195,100575.44,464586.67,50.746269,0
1,0.00195,167520.55,464586.67,51.923077,0
2,0.00195,232485.19,464586.67,97.468354,0
3,0.00195,165599.62,464586.67,81,0
4,0.00195,103647.08,464586.67,85.526316,0
5,0.00195,-284.58326,464586.67,21.621622,0
6,0.00195,146003.59,464586.67,76,0
7,0.00195,199452.65,464586.67,72.941176,0
8,0.00195,98192.223,464586.67,90.551181,0
9,0.00195,112571.24,464586.67,28.571429,0
0,0.00195,43242.448,464586.67,48,0
1,0.00195,75967.828,464586.67,43.181818,0
2,0.00195,147735.37,464586.67,97.633136,0
3,0.00195,183492.8,464586.67,89.189189,0
4,0.00195,88711.375,464586.67,77.941176,0
5,0.00195,-225.91779,464586.67,23.333333,0
6,0.00195,166953.24,464586.67,84.210526,0
7,0.00195,246297.95,464586.67,68.055556,0
8,0.00195,146141.06,464586.67,91.588785,0
9,0.00195,118499.82,464586.67,15.789474,0
0,0.00195,113119.26,464586.67,53.424658,0
1,0.00195,102753.3,464586.67,15.384615,0
2,0.00195,182349.2,464586.67,100,0
3,0.00195,211315.19,464586.67,72,0
4,0.00195,75175.331,464586.67,77.631579,0
5,0.00195,364.81811,464586.67,35.135135,0
6,0.00195,162817.18,464586.67,88.596491,0
7,0.00195,273359.92,464586.67,67.948718,0
8,0.00195,170133.18,464586.67,87.804878,0
9,0.00195,82152.478,464586.67,20.754717,0
0,0.00195,61447.629,464586.67,50,0
1,0.00195,103204.67,464586.67,39.215686,0
2,0.00195,183003.81,464586.67,90.666667,0
3,0.00195,238371.94,464586.67,86.238532,0
4,0.00195,138082.72,464586.67,79.268293,0
5,0.00195,20340.349,464586.67,15.625,0
6,0.00195,148730.33,464586.67,71.428571,0
7,0.00195,254144.18,464586.67,86.315789,0
8,0.00195,149944.78,464586.67,87.704918,0
9,0.00195,30295.82,464586.67,20.930233,0
0,0.00195,52414.921,464586.67,45,0
1,0.00195,95428.66,464586.67,22.727273,0
2,0.00195,202726.38,464586.67,98.285714,0
3,0.00195,204880.7,464586.67,77.777778,0
4,0.00195,95141.225,464586.67,74.647887,0
5,0.00195,-34.840694,464586.67,28.205128,0
6,0.00195,147561.95,464586.67,85.714286,0
7,0.00195,182321.35,464586.67,78.481013,0
8,0.00195,204385.83,464586.67,88.429752,0
9,0.00195,72027.328,464586.67,34.146341,0
0,0.00195,65806.33,464586.67,50,0
1,0.00195,62502.997,464586.67,20.454545,0
2,0.00195,206585.6,464586.67,95.783133,0
3,0.00195,220432.4,464586.67,79.012346,0
4,0.00195,107552.13,464586.67,73.684211,0
5,0.00195,-10679.427,464586.67,20.588235,0
6,0.00195,162097.62,464586.67,88,0
7,0.00195,246268.98,464586.67,82.954545,0
8,0.00195,174114.39,464586.67,90.983607,0
9,0.00195,63046.803,464586.67,21.73913,0
0,0.00195,95878.692,464586.67,59.210526,0
1,0.00195,38206.754,464586.67,37.5,0
2,0.00195,220128.17,464586.67,95.918367,0
3,0.00195,163095.43,464586.67,86.956522,0
4,0.00195,34478.425,464586.67,79.72973,0
5,0.00195,-220.52961,464586.67,23.529412,0
6,0.00195,162840.44,464586.67,85.507246,0
7,0.00195,236783.33,464586.67,77.922078,0
8,0.00195,135310.23,464586.67,92.372881,0
9,0.00195,125191.9,464586.67,24.242424,0
0,0.00195,78124.999,464586.67,49.350649,0
1,0.00195,146595.08,464586.67,18.918919,0
2,0.00195,182892.93,464586.67,94.736842,0
3,0.00195,188117.61,464586.67,82.758621,0
4,0.00195,78437.569,464586.67,78.04878,0
5,0.00195,9782.2663,464586.67,16.666667,0
6,0.00195,176072.11,464586.67,83.333333,0
7,0.00195,230146.63,464586.67,86,0
8,0.00195,183644.2,464586.67,90.756303,0
9,0.00195,73141.253,464586.67,25.581395,0
0,0.00195,61091.45,464586.67,59.493671,0
1,0.00195,111817.57,464586.67,19.047619,0
2,0.00195,199517.91,464586.67,95.857988,0
3,0.00195,221369.47,464586.67,80.45977,0
4,0.00195,86086.725,464586.67,80.246914,0
5,0.00195,40619.076,464586.67,34.146341,0
6,0.00195,121169.39,464586.67,85.365854,0
7,0.00195,188131.35,464586.67,77.380952,0
8,0.00195,134981.41,464586.67,89.256198,0
9,0.00195,81092.162,464586.67,28.205128,0
0,0.00195,92179.008,464586.67,67.777778,0
1,0.00195,151751.25,464586.67,25.714286,0
2,0.00195,218778.59,464586.67,96.571429,0
3,0.00195,151435.02,464586.67,77.108434,0
4,0.00195,117005.5,464586.67,81.481481,0
5,0.00195,-584.71425,464586.67,33.333333,0
6,0.00195,115645.14,464586.67,77.5,0
7,0.00195,253476.61,464586.67,82.666667,0
